fecha,PM10(ug/m3),WS(m/s),WD(°),TEMP(°C),HR(%)
2022-12-17 21:00:00,230.0,1.02,223.8,16.0,35.26
2022-12-17 22:00:00,268.0,1.11,185.53,15.0,38.81
2022-12-17 23:00:00,231.0,1.09,261.33,14.0,42.08
2022-12-18 00:00:00,168.0,1.95,149.59,13.0,47.52
2022-12-18 01:00:00,155.0,1.34,130.55,12.0,54.25
2022-12-18 02:00:00,127.0,1.48,116.12,11.0,57.48
2022-12-18 03:00:00,111.0,1.74,112.62,11.0,65.54
2022-12-18 04:00:00,89.0,2.35,122.45,10.0,74.31
2022-12-18 05:00:00,74.0,2.03,119.42,9.0,79.5
2022-12-18 06:00:00,64.0,2.0,121.9,9.0,79.49
2022-12-18 07:00:00,56.0,2.4,115.61,8.0,80.88
2022-12-18 08:00:00,72.0,2.21,117.44,8.0,84.65
2022-12-18 09:00:00,78.0,2.4,109.01,12.0,77.88
2022-12-18 10:00:00,66.0,3.57,105.31,15.0,66.11
2022-12-18 11:00:00,65.0,3.26,98.7,18.0,56.8
2022-12-18 12:00:00,53.0,2.99,123.75,20.0,45.88
2022-12-18 13:00:00,43.0,2.58,121.86,22.0,36.97
2022-12-18 14:00:00,39.0,2.01,177.81,25.0,29.86
2022-12-18 15:00:00,32.0,1.99,207.96,26.0,25.02
2022-12-18 16:00:00,36.0,2.15,255.77,26.0,23.67
2022-12-18 17:00:00,46.0,1.72,237.33,24.0,25.23
2022-12-18 18:00:00,41.0,2.88,248.01,22.0,27.18
2022-12-18 19:00:00,63.0,2.27,169.17,20.0,39.52
2022-12-18 20:00:00,76.0,2.64,218.76,18.0,42.26
2022-12-18 21:00:00,80.0,2.52,247.91,17.0,34.62
2022-12-18 22:00:00,76.0,1.63,268.88,15.0,37.88
2022-12-18 23:00:00,72.0,0.98,272.94,14.0,41.19
2022-12-19 00:00:00,69.0,1.24,249.42,13.0,45.83
2022-12-19 01:00:00,73.0,1.2,226.29,13.0,50.06
2022-12-19 02:00:00,70.0,0.97,186.06,12.0,49.71
2022-12-19 03:00:00,68.0,1.18,119.61,10.0,57.69
2022-12-19 04:00:00,57.0,0.97,96.86,9.0,64.61
2022-12-19 05:00:00,60.0,0.97,140.75,8.0,63.09
2022-12-19 06:00:00,64.0,1.16,119.5,7.0,66.08
2022-12-19 07:00:00,65.0,0.98,95.99,7.0,68.28
2022-12-19 08:00:00,115.0,1.55,104.56,7.0,69.34
2022-12-19 09:00:00,146.0,2.21,124.75,11.0,64.1
2022-12-19 10:00:00,96.0,2.31,111.41,15.0,56.6
2022-12-19 11:00:00,80.0,2.2,121.07,18.0,47.84
2022-12-19 12:00:00,69.0,2.0,141.98,21.0,37.89
2022-12-19 13:00:00,50.0,1.81,180.44,23.0,27.24
2022-12-19 14:00:00,40.0,2.07,244.18,25.0,23.1
2022-12-19 15:00:00,33.0,2.31,221.23,25.0,19.26
2022-12-19 16:00:00,33.0,3.45,268.0,25.0,16.73
2022-12-19 17:00:00,44.0,3.18,271.68,25.0,15.41
2022-12-19 18:00:00,51.0,2.82,299.77,23.0,17.06
2022-12-19 19:00:00,91.0,1.35,311.15,20.0,21.02
2022-12-19 20:00:00,161.0,0.98,236.72,17.0,23.23
2022-12-19 21:00:00,272.0,0.99,217.86,15.0,27.49
2022-12-19 22:00:00,398.0,0.96,173.44,14.0,32.94
2022-12-19 23:00:00,312.0,1.33,267.51,13.0,35.77
2022-12-20 00:00:00,171.0,1.01,296.49,12.0,37.16
2022-12-20 01:00:00,156.0,1.01,309.81,11.0,41.05
2022-12-20 02:00:00,145.0,1.01,217.42,10.0,44.23
2022-12-20 03:00:00,145.0,1.57,92.68,9.0,52.17
2022-12-20 04:00:00,112.0,1.21,131.01,8.0,54.33
2022-12-20 05:00:00,113.0,1.85,124.06,7.0,57.39
2022-12-20 06:00:00,96.0,1.62,107.87,7.0,58.73
2022-12-20 07:00:00,100.0,1.9,115.14,6.0,59.83
2022-12-20 08:00:00,109.0,2.14,133.18,6.0,61.18
2022-12-20 09:00:00,116.0,2.0,106.65,11.0,51.19
2022-12-20 10:00:00,112.0,3.29,121.64,15.0,41.68
2022-12-20 11:00:00,100.0,3.64,115.12,18.0,36.77
2022-12-20 12:00:00,99.0,3.86,104.27,21.0,26.49
2022-12-20 13:00:00,84.0,3.61,92.58,23.0,22.89
2022-12-20 14:00:00,65.0,3.96,76.23,24.0,22.8
2022-12-20 15:00:00,60.0,3.83,71.59,24.0,22.79
2022-12-20 16:00:00,63.0,3.75,77.13,25.0,23.72
2022-12-20 17:00:00,60.0,4.41,67.93,24.0,28.55
2022-12-20 18:00:00,77.0,5.76,49.52,21.0,38.06
2022-12-20 19:00:00,68.0,5.46,52.53,17.0,45.49
2022-12-20 20:00:00,63.0,4.62,66.88,16.0,47.2
2022-12-20 21:00:00,60.0,5.78,74.22,14.0,48.87
2022-12-20 22:00:00,71.0,6.08,80.36,13.0,50.16
2022-12-20 23:00:00,61.0,5.66,88.79,11.0,53.15
2022-12-21 00:00:00,49.0,5.36,82.8,10.0,54.58
2022-12-21 01:00:00,44.0,4.43,79.96,9.0,57.01
2022-12-21 02:00:00,29.0,3.4,85.95,9.0,60.11
2022-12-21 03:00:00,26.0,3.16,86.81,8.0,62.12
2022-12-21 04:00:00,29.0,2.91,89.32,7.0,63.6
2022-12-21 05:00:00,26.0,3.04,97.34,7.0,64.37
2022-12-21 06:00:00,33.0,3.02,82.81,6.0,65.95
2022-12-21 07:00:00,37.0,2.23,92.97,6.0,66.65
2022-12-21 08:00:00,54.0,2.44,87.76,6.0,67.19
2022-12-21 09:00:00,49.0,3.02,100.38,8.0,62.38
2022-12-21 10:00:00,60.0,3.12,94.94,12.0,49.63
2022-12-21 11:00:00,54.0,3.31,100.82,15.0,41.43
2022-12-21 12:00:00,56.0,2.22,124.52,18.0,36.54
2022-12-21 13:00:00,66.0,1.67,195.56,21.0,31.94
2022-12-21 14:00:00,70.0,2.03,254.1,23.0,30.63
2022-12-21 15:00:00,65.0,2.63,263.92,24.0,28.35
2022-12-21 16:00:00,54.0,3.04,265.51,24.0,27.86
2022-12-21 17:00:00,50.0,2.44,254.31,24.0,28.0
2022-12-21 18:00:00,53.0,1.78,260.3,22.0,30.52
2022-12-21 19:00:00,72.0,1.04,264.07,19.0,34.95
2022-12-21 20:00:00,147.0,0.96,234.8,18.0,37.42
2022-12-21 21:00:00,289.0,0.96,239.04,17.0,40.96
2022-12-21 22:00:00,318.0,1.06,251.4,16.0,45.7
2022-12-21 23:00:00,237.0,1.51,269.04,15.0,48.99
2022-12-22 00:00:00,102.0,1.74,229.07,14.0,53.2
2022-12-22 01:00:00,110.0,0.96,251.72,13.0,54.33
2022-12-22 02:00:00,102.0,1.65,301.81,13.0,57.93
2022-12-22 03:00:00,88.0,1.27,295.07,12.0,59.8
2022-12-22 04:00:00,94.0,2.07,210.76,11.0,63.29
2022-12-22 05:00:00,104.0,1.94,216.06,11.0,66.51
2022-12-22 06:00:00,78.0,1.17,223.85,11.0,67.76
2022-12-22 07:00:00,93.0,1.12,57.34,9.0,70.17
2022-12-22 08:00:00,102.0,0.97,178.37,9.0,71.66
2022-12-22 09:00:00,131.0,1.4,104.39,12.0,64.46
2022-12-22 10:00:00,126.0,1.76,108.97,16.0,55.43
2022-12-22 11:00:00,103.0,1.34,198.65,20.0,45.23
2022-12-22 12:00:00,85.0,1.63,218.24,22.0,37.67
2022-12-22 13:00:00,46.0,2.43,262.39,23.0,31.9
2022-12-22 14:00:00,55.0,3.04,270.64,24.0,28.68
2022-12-22 15:00:00,35.0,2.64,262.9,25.0,26.7
2022-12-22 16:00:00,56.0,2.93,257.57,25.0,24.46
2022-12-22 17:00:00,44.0,2.78,253.43,24.0,24.69
2022-12-22 18:00:00,49.0,1.92,253.01,23.0,26.62
2022-12-22 19:00:00,79.0,0.99,238.09,20.0,30.1
2022-12-22 20:00:00,182.0,0.96,198.62,18.0,35.87
2022-12-22 21:00:00,242.0,0.95,102.6,16.0,43.01
2022-12-22 22:00:00,242.0,1.0,173.33,15.0,45.75
2022-12-22 23:00:00,291.0,1.1,266.38,14.0,46.61
2022-12-23 00:00:00,253.0,1.11,113.12,12.0,54.23
2022-12-23 01:00:00,251.0,1.02,121.39,11.0,57.25
2022-12-23 02:00:00,196.0,1.06,117.47,10.0,57.88
2022-12-23 03:00:00,126.0,1.01,133.83,10.0,58.56
2022-12-23 04:00:00,108.0,1.42,137.53,10.0,58.21
2022-12-23 05:00:00,97.0,1.14,88.74,9.0,59.73
2022-12-23 06:00:00,95.0,1.49,125.09,9.0,62.26
2022-12-23 07:00:00,94.0,1.87,104.08,8.0,62.84
2022-12-23 08:00:00,98.0,2.79,92.82,9.0,67.23
2022-12-23 09:00:00,88.0,3.46,79.21,12.0,64.68
2022-12-23 10:00:00,95.0,5.61,77.52,15.0,57.42
2022-12-23 11:00:00,118.0,5.95,92.23,17.0,51.74
2022-12-23 12:00:00,93.0,5.2,89.11,19.0,45.8
2022-12-23 13:00:00,69.0,3.77,99.07,21.0,40.18
2022-12-23 14:00:00,63.0,3.04,94.67,22.0,37.33
2022-12-23 15:00:00,57.0,2.09,143.52,23.0,34.49
2022-12-23 16:00:00,66.0,2.14,129.93,23.0,34.32
2022-12-23 17:00:00,59.0,1.26,226.46,23.0,35.47
2022-12-23 18:00:00,71.0,1.59,255.95,21.0,39.64
2022-12-23 19:00:00,79.0,1.05,277.09,20.0,43.38
2022-12-23 20:00:00,127.0,1.26,175.52,19.0,46.12
2022-12-23 21:00:00,177.0,1.96,120.42,17.0,50.87
2022-12-23 22:00:00,140.0,3.81,97.62,17.0,51.29
2022-12-23 23:00:00,106.0,3.91,110.72,15.0,56.4
2022-12-24 00:00:00,61.0,2.87,117.83,14.0,61.01
2022-12-24 01:00:00,64.0,3.29,110.29,13.0,64.34
2022-12-24 02:00:00,60.0,3.35,110.65,12.0,66.66
2022-12-24 03:00:00,49.0,2.94,107.0,11.0,69.69
2022-12-24 04:00:00,45.0,2.67,109.26,11.0,72.42
2022-12-24 05:00:00,49.0,2.41,114.31,10.0,73.55
2022-12-24 06:00:00,47.0,2.66,108.83,11.0,72.63
2022-12-24 07:00:00,45.0,2.91,105.58,11.0,73.05
2022-12-24 08:00:00,46.0,2.92,98.06,10.0,73.58
2022-12-24 09:00:00,68.0,3.41,97.68,11.0,71.61
2022-12-24 10:00:00,71.0,3.54,96.83,12.0,68.66
2022-12-24 11:00:00,60.0,3.5,106.03,14.0,62.33
2022-12-24 12:00:00,60.0,3.02,111.03,18.0,51.88
2022-12-24 13:00:00,66.0,1.79,113.7,20.0,45.83
2022-12-24 14:00:00,54.0,1.63,192.91,23.0,35.1
2022-12-24 15:00:00,56.0,2.55,238.09,22.0,35.33
2022-12-24 16:00:00,46.0,1.8,218.29,24.0,32.34
2022-12-24 17:00:00,54.0,2.17,205.52,23.0,31.53
2022-12-24 18:00:00,67.0,1.88,222.01,22.0,33.0
2022-12-24 19:00:00,130.0,1.34,211.45,19.0,38.1
2022-12-24 20:00:00,139.0,2.9,183.45,18.0,50.35
2022-12-24 21:00:00,105.0,1.16,221.4,16.0,55.36
2022-12-24 22:00:00,125.0,1.06,108.93,15.0,58.59
2022-12-24 23:00:00,159.0,1.23,94.0,15.0,60.99
2022-12-25 00:00:00,144.0,2.45,97.94,14.0,61.96
2022-12-25 01:00:00,114.0,3.48,107.93,13.0,62.12
2022-12-25 02:00:00,111.0,3.45,103.31,11.0,67.06
2022-12-25 03:00:00,86.0,3.25,108.4,10.0,69.97
2022-12-25 04:00:00,54.0,3.91,103.8,10.0,69.03
2022-12-25 05:00:00,44.0,4.02,100.93,9.0,70.2
2022-12-25 06:00:00,39.0,3.63,103.16,9.0,71.95
2022-12-25 07:00:00,34.0,3.45,102.96,8.0,73.01
2022-12-25 08:00:00,31.0,3.71,106.41,8.0,75.63
2022-12-25 09:00:00,40.0,3.77,96.75,9.0,72.23
2022-12-25 10:00:00,50.0,4.53,102.75,10.0,70.25
2022-12-25 11:00:00,42.0,4.99,91.4,12.0,62.17
2022-12-25 12:00:00,34.0,4.73,96.5,15.0,54.72
2022-12-25 13:00:00,44.0,5.03,99.63,17.0,51.08
2022-12-25 14:00:00,40.0,4.07,97.83,19.0,46.37
2022-12-25 15:00:00,38.0,2.96,111.63,21.0,38.34
2022-12-25 16:00:00,33.0,2.56,131.77,21.0,34.17
2022-12-25 17:00:00,42.0,3.18,114.9,21.0,34.95
2022-12-25 18:00:00,54.0,4.79,75.07,18.0,43.32
2022-12-25 19:00:00,74.0,4.17,92.77,16.0,45.8
2022-12-25 20:00:00,56.0,3.39,161.89,12.0,66.12
2022-12-25 21:00:00,38.0,2.84,227.34,10.0,88.26
2022-12-25 22:00:00,23.0,3.6,97.49,9.0,92.85
2022-12-25 23:00:00,24.0,2.74,139.59,9.0,95.39
2022-12-26 00:00:00,21.0,3.09,107.35,9.0,95.63
2022-12-26 01:00:00,18.0,3.39,89.25,9.0,95.12
2022-12-26 02:00:00,16.0,2.9,100.41,9.0,94.17
2022-12-26 03:00:00,18.0,2.21,106.93,8.0,94.45
2022-12-26 04:00:00,23.0,1.76,115.07,8.0,93.88
2022-12-26 05:00:00,23.0,2.25,129.32,7.0,95.59
2022-12-26 06:00:00,25.0,2.0,122.98,7.0,96.74
2022-12-26 07:00:00,31.0,1.63,126.93,7.0,97.63
2022-12-26 08:00:00,47.0,1.75,102.86,7.0,98.3
2022-12-26 09:00:00,41.0,2.56,93.5,8.0,94.75
2022-12-26 10:00:00,30.0,2.63,98.38,12.0,82.93
2022-12-26 11:00:00,33.0,2.68,93.46,14.0,77.46
2022-12-26 12:00:00,22.0,1.88,148.15,17.0,69.93
2022-12-26 13:00:00,28.0,1.82,198.61,19.0,54.22
2022-12-26 14:00:00,35.0,2.39,216.33,20.0,42.55
2022-12-26 15:00:00,33.0,2.29,243.33,21.0,36.29
2022-12-26 16:00:00,32.0,2.35,265.06,22.0,31.29
2022-12-26 17:00:00,29.0,2.56,274.21,21.0,28.83
2022-12-26 18:00:00,36.0,2.24,286.62,19.0,30.67
2022-12-26 19:00:00,50.0,1.18,324.9,16.0,35.02
2022-12-26 20:00:00,67.0,1.3,273.3,15.0,43.68
2022-12-26 21:00:00,92.0,1.05,148.61,13.0,50.4
2022-12-26 22:00:00,112.0,1.99,112.02,11.0,59.41
2022-12-26 23:00:00,81.0,2.81,93.2,11.0,61.01
2022-12-27 00:00:00,35.0,2.99,90.32,11.0,60.01
2022-12-27 01:00:00,30.0,2.82,92.06,10.0,63.14
2022-12-27 02:00:00,27.0,3.83,97.07,10.0,62.67
2022-12-27 03:00:00,23.0,3.36,81.33,9.0,65.15
2022-12-27 04:00:00,19.0,3.32,70.58,10.0,57.46
2022-12-27 05:00:00,25.0,1.65,76.57,8.0,63.13
2022-12-27 06:00:00,27.0,2.66,74.77,8.0,70.49
2022-12-27 07:00:00,27.0,1.85,117.28,6.0,78.34
2022-12-27 08:00:00,32.0,2.9,132.0,6.0,81.57
2022-12-27 09:00:00,33.0,3.93,106.16,9.0,74.45
2022-12-27 10:00:00,36.0,4.95,95.78,11.0,61.81
2022-12-27 11:00:00,32.0,4.98,91.94,14.0,53.74
2022-12-27 12:00:00,34.0,4.42,88.75,16.0,47.23
2022-12-27 13:00:00,27.0,3.75,88.98,18.0,39.41
2022-12-27 14:00:00,28.0,3.49,86.16,20.0,30.86
2022-12-27 15:00:00,20.0,2.37,112.89,21.0,23.76
2022-12-27 16:00:00,19.0,1.94,211.58,22.0,21.86
2022-12-27 17:00:00,29.0,1.97,260.77,22.0,22.66
2022-12-27 18:00:00,36.0,2.35,300.56,20.0,24.06
2022-12-27 19:00:00,51.0,1.56,315.08,17.0,30.21
2022-12-27 20:00:00,89.0,1.29,318.34,15.0,35.27
2022-12-27 21:00:00,98.0,0.97,209.39,13.0,38.66
2022-12-27 22:00:00,169.0,0.97,244.68,12.0,40.2
2022-12-27 23:00:00,206.0,1.02,146.57,11.0,51.1
2022-12-28 00:00:00,128.0,1.79,102.01,10.0,54.66
2022-12-28 01:00:00,65.0,1.16,134.49,9.0,58.85
2022-12-28 02:00:00,65.0,1.66,137.66,9.0,59.86
2022-12-28 03:00:00,53.0,2.49,111.8,9.0,61.79
2022-12-28 04:00:00,44.0,2.06,94.74,8.0,66.07
2022-12-28 05:00:00,45.0,1.4,115.17,7.0,71.19
2022-12-28 06:00:00,49.0,1.37,120.21,6.0,73.61
2022-12-28 07:00:00,46.0,2.17,112.24,6.0,76.17
2022-12-28 08:00:00,57.0,1.65,123.72,5.0,76.97
2022-12-28 09:00:00,55.0,2.48,93.85,9.0,69.08
2022-12-28 10:00:00,62.0,2.74,95.58,12.0,59.64
2022-12-28 11:00:00,55.0,1.96,137.46,16.0,48.53
2022-12-28 12:00:00,48.0,1.64,201.95,20.0,37.58
2022-12-28 13:00:00,47.0,2.87,263.84,21.0,33.93
2022-12-28 14:00:00,28.0,3.71,260.57,22.0,28.6
2022-12-28 15:00:00,29.0,3.93,259.08,22.0,27.47
2022-12-28 16:00:00,35.0,4.03,269.42,22.0,27.7
2022-12-28 17:00:00,50.0,4.37,265.99,21.0,29.72
2022-12-28 18:00:00,45.0,3.32,263.72,20.0,32.7
2022-12-28 19:00:00,48.0,3.36,252.31,18.0,32.86
2022-12-28 20:00:00,48.0,2.46,231.2,17.0,36.2
2022-12-28 21:00:00,46.0,2.6,238.99,16.0,38.62
2022-12-28 22:00:00,42.0,3.0,235.57,15.0,43.0
2022-12-28 23:00:00,34.0,3.01,239.27,15.0,48.4
2022-12-29 00:00:00,36.0,3.29,246.0,13.0,54.62
2022-12-29 01:00:00,46.0,2.08,212.93,12.0,57.61
2022-12-29 02:00:00,44.0,2.88,279.8,11.0,61.92
2022-12-29 03:00:00,32.0,1.57,165.45,10.0,65.9
2022-12-29 04:00:00,31.0,0.98,180.83,8.0,68.52
2022-12-29 05:00:00,39.0,1.03,255.68,8.0,66.13
2022-12-29 06:00:00,40.0,1.0,233.03,8.0,67.76
2022-12-29 07:00:00,55.0,1.02,217.15,7.0,70.74
2022-12-29 08:00:00,74.0,0.97,266.26,7.0,71.1
2022-12-29 09:00:00,68.0,1.17,283.97,13.0,66.41
2022-12-29 10:00:00,56.0,2.0,279.54,16.0,56.95
2022-12-29 11:00:00,35.0,2.36,257.25,18.0,38.43
2022-12-29 12:00:00,20.0,3.37,264.31,19.0,31.48
2022-12-29 13:00:00,30.0,4.86,257.67,20.0,29.3
2022-12-29 14:00:00,28.0,4.24,243.37,20.0,27.1
2022-12-29 15:00:00,24.0,4.61,251.11,21.0,25.36
2022-12-29 16:00:00,30.0,4.44,260.75,21.0,22.06
2022-12-29 17:00:00,34.0,4.73,270.75,21.0,21.48
2022-12-29 18:00:00,34.0,4.3,277.75,20.0,22.19
2022-12-29 19:00:00,45.0,3.36,285.01,18.0,28.2
2022-12-29 20:00:00,58.0,1.72,229.19,15.0,32.13
2022-12-29 21:00:00,100.0,0.98,201.51,14.0,32.98
2022-12-29 22:00:00,102.0,2.0,251.74,14.0,37.94
2022-12-29 23:00:00,75.0,1.45,236.46,13.0,42.1
2022-12-30 00:00:00,62.0,1.68,216.67,12.0,49.26
2022-12-30 01:00:00,74.0,1.64,292.22,11.0,53.31
2022-12-30 02:00:00,59.0,0.97,249.08,10.0,54.57
2022-12-30 03:00:00,49.0,1.25,250.62,9.0,55.27
2022-12-30 04:00:00,53.0,1.38,296.22,9.0,57.83
2022-12-30 05:00:00,52.0,0.97,231.56,8.0,59.37
2022-12-30 06:00:00,64.0,0.99,185.33,8.0,60.54
2022-12-30 07:00:00,83.0,0.97,101.16,7.0,66.31
2022-12-30 08:00:00,98.0,1.07,154.05,6.0,67.15
2022-12-30 09:00:00,92.0,1.62,114.74,8.0,68.8
2022-12-30 10:00:00,113.0,1.69,117.49,12.0,57.53
2022-12-30 11:00:00,91.0,2.19,296.51,16.0,46.66
2022-12-30 12:00:00,67.0,2.52,276.3,18.0,38.72
2022-12-30 13:00:00,38.0,2.42,246.33,20.0,36.14
2022-12-30 14:00:00,30.0,2.54,264.08,20.0,35.99
2022-12-30 15:00:00,33.0,3.02,262.82,21.0,33.71
2022-12-30 16:00:00,27.0,3.03,254.52,21.0,34.3
2022-12-30 17:00:00,28.0,2.87,278.03,21.0,33.38
2022-12-30 18:00:00,32.0,1.84,274.52,20.0,33.97
2022-12-30 19:00:00,46.0,2.35,256.38,19.0,38.43
2022-12-30 20:00:00,71.0,1.86,209.37,17.0,42.55
2022-12-30 21:00:00,61.0,2.81,180.84,16.0,54.0
2022-12-30 22:00:00,61.0,1.75,182.59,14.0,59.53
2022-12-30 23:00:00,51.0,1.03,103.43,13.0,61.92
2022-12-31 00:00:00,60.0,1.0,108.6,13.0,65.17
2022-12-31 01:00:00,61.0,1.27,104.26,12.0,66.25
2022-12-31 02:00:00,57.0,1.33,169.52,11.0,69.66
2022-12-31 03:00:00,52.0,1.02,90.97,10.0,71.3
2022-12-31 04:00:00,44.0,0.97,128.88,10.0,73.31
2022-12-31 05:00:00,50.0,0.97,123.51,9.0,78.52
2022-12-31 06:00:00,47.0,1.17,130.87,8.0,80.03
2022-12-31 07:00:00,47.0,1.01,114.76,8.0,83.97
2022-12-31 08:00:00,61.0,1.09,116.89,8.0,85.92
2022-12-31 09:00:00,80.0,1.58,83.69,10.0,78.66
2022-12-31 10:00:00,80.0,2.21,103.36,15.0,63.19
2022-12-31 11:00:00,51.0,2.18,121.73,19.0,50.64
2022-12-31 12:00:00,39.0,2.31,147.8,21.0,41.54
2022-12-31 13:00:00,27.0,2.67,151.16,23.0,33.14
2022-12-31 14:00:00,25.0,1.76,189.52,25.0,29.91
2022-12-31 15:00:00,22.0,2.66,257.09,25.0,28.6
2022-12-31 16:00:00,25.0,1.82,165.44,24.0,29.49
2022-12-31 17:00:00,30.0,2.16,229.65,22.0,32.47
2022-12-31 18:00:00,37.0,1.7,231.39,20.0,37.76
2022-12-31 19:00:00,83.0,1.63,139.31,19.0,43.42
2022-12-31 20:00:00,71.0,1.45,95.71,18.0,49.11
2022-12-31 21:00:00,92.0,1.07,171.53,17.0,50.48
2022-12-31 22:00:00,153.0,1.6,279.49,17.0,52.7
2022-12-31 23:00:00,133.0,1.28,247.24,16.0,55.22
