YEAR,MONTH,DAY,HOUR,PM10(ug/m3),WS(m/s),WD(°),TEMP(°C),HR(%)
2022,JUL,25,9,32.00,3.27,84.77,18.49,67.75
2022,JUL,25,10,19.00,4.54,81.64,21.33,55.68
2022,JUL,25,11,18.00,3.10,96.71,22.81,50.78
2022,JUL,25,12,17.00,2.55,105.49,23.92,47.99
2022,JUL,25,13,15.00,2.49,178.06,26.29,42.28
2022,JUL,25,14,7.00,2.58,144.58,27.34,36.84
2022,JUL,25,15,9.00,2.85,157.54,27.75,35.61
2022,JUL,25,16,11.00,2.92,155.96,26.93,36.87
2022,JUL,25,17,32.00,2.44,159.69,27.53,32.36
2022,JUL,25,18,25.00,5.21,90.34,24.10,43.28
2022,JUL,25,19,25.00,4.07,57.10,19.90,67.54
2022,JUL,25,20,25.00,3.21,107.45,19.57,71.35
2022,JUL,25,21,25.00,3.14,155.46,17.53,82.67
2022,JUL,25,22,24.00,2.97,154.68,16.33,90.50
2022,JUL,25,23,18.00,2.10,91.98,16.24,91.03
2022,JUL,26,0,18.00,1.74,100.20,16.41,92.27
2022,JUL,26,1,8.00,1.56,124.29,16.29,93.25
2022,JUL,26,2,21.00,2.09,129.65,16.07,93.00
2022,JUL,26,3,17.00,2.01,98.45,16.21,91.20
2022,JUL,26,4,14.00,2.45,97.29,15.88,90.96
2022,JUL,26,5,20.00,2.98,98.32,15.58,90.40
2022,JUL,26,6,17.00,2.47,109.20,15.15,89.95
2022,JUL,26,7,20.00,2.21,94.40,15.21,89.57
2022,JUL,26,8,19.00,2.57,100.89,16.26,86.36
2022,JUL,26,9,19.00,3.41,88.40,20.03,70.62
2022,JUL,26,10,17.00,3.78,96.72,21.87,58.01
2022,JUL,26,11,14.00,2.87,96.30,23.44,53.45
2022,JUL,26,12,51.00,2.57,153.20,25.50,47.27
2022,JUL,26,13,28.00,2.50,132.27,26.50,39.63
2022,JUL,26,14,16.00,2.53,173.56,27.36,36.19
2022,JUL,26,15,15.00,2.45,120.87,27.95,32.32
2022,JUL,26,16,14.00,2.56,150.49,28.78,30.65
2022,JUL,26,17,15.00,2.17,151.61,28.26,31.16
2022,JUL,26,18,24.00,2.54,146.35,26.78,33.68
2022,JUL,26,19,17.00,2.16,228.20,27.17,32.68
2022,JUL,26,20,38.00,2.66,268.92,24.72,43.87
2022,JUL,26,21,34.00,3.68,246.39,21.66,59.82
2022,JUL,26,22,31.00,3.31,213.30,17.04,88.04
2022,JUL,26,23,21.00,5.18,155.29,15.97,91.07
2022,JUL,27,0,9.00,2.47,122.61,15.01,95.96
2022,JUL,27,1,9.00,1.96,202.92,14.98,96.50
2022,JUL,27,2,10.00,2.78,297.24,15.06,97.02
2022,JUL,27,3,15.00,2.74,303.48,15.15,97.36
2022,JUL,27,4,8.00,2.01,256.52,14.99,97.65
2022,JUL,27,5,13.00,2.04,258.78,14.66,97.70
2022,JUL,27,6,17.00,1.27,239.91,14.56,97.93
2022,JUL,27,7,15.00,1.47,248.21,14.82,98.31
2022,JUL,27,8,13.00,1.85,276.99,16.02,98.74
2022,JUL,27,9,25.00,2.08,295.16,17.46,99.04
2022,JUL,27,10,30.00,1.96,265.95,20.08,96.13
2022,JUL,27,11,42.00,1.57,236.74,20.76,91.69
2022,JUL,27,12,60.00,1.68,196.28,24.24,72.59
2022,JUL,27,13,51.00,1.66,172.23,24.15,61.10
2022,JUL,27,14,25.00,2.40,199.86,25.50,50.91
2022,JUL,27,15,13.00,2.37,235.20,26.54,43.60
2022,JUL,27,16,13.00,2.87,258.58,27.33,39.78
2022,JUL,27,17,24.00,2.36,195.17,28.00,38.13
2022,JUL,27,18,40.00,4.13,131.01,20.94,60.55
2022,JUL,27,19,28.00,3.34,145.95,17.86,77.01
2022,JUL,27,20,14.00,4.25,105.77,15.51,87.07
2022,JUL,27,21,16.00,2.73,116.16,15.14,93.62
2022,JUL,27,22,68.00,1.71,90.18,15.23,95.13
2022,JUL,27,23,22.00,1.43,102.18,15.33,94.88
2022,JUL,28,0,17.00,1.22,132.45,14.99,94.72
2022,JUL,28,1,10.00,1.21,178.98,14.59,95.62
2022,JUL,28,2,15.00,2.03,119.68,14.22,96.46
2022,JUL,28,3,25.00,2.07,74.64,14.14,95.93
2022,JUL,28,4,23.00,1.38,176.93,14.34,95.56
2022,JUL,28,5,17.00,1.20,228.93,14.10,96.19
2022,JUL,28,6,27.00,1.06,174.20,14.27,96.67
2022,JUL,28,7,23.00,0.97,181.38,14.28,95.37
2022,JUL,28,8,28.00,1.31,143.14,16.07,91.74
2022,JUL,28,9,34.00,2.82,109.31,19.10,80.87
2022,JUL,28,10,24.00,2.79,96.60,20.59,69.22
2022,JUL,28,11,21.00,3.43,96.59,21.59,61.47
2022,JUL,28,12,23.00,2.84,111.45,23.03,53.09
2022,JUL,28,13,3.00,2.32,153.48,24.98,45.38
2022,JUL,28,14,NA,2.76,137.28,25.26,43.59
2022,JUL,28,15,NA,2.62,161.40,26.21,37.99
2022,JUL,28,16,3.00,2.51,120.14,26.97,35.32
2022,JUL,28,17,8.00,2.17,127.47,27.43,34.30
2022,JUL,28,18,12.00,3.00,174.39,26.08,39.98
2022,JUL,28,19,30.00,2.80,215.75,21.56,56.08
2022,JUL,28,20,21.00,1.98,230.85,20.27,59.20
2022,JUL,28,21,44.00,2.23,274.59,19.41,66.03
2022,JUL,28,22,27.00,1.97,239.72,18.45,71.36
2022,JUL,28,23,24.00,1.44,273.27,18.01,76.33
2022,JUL,29,0,21.00,1.15,247.90,17.74,76.92
2022,JUL,29,1,26.00,1.07,201.12,17.42,81.15
2022,JUL,29,2,23.00,1.09,168.14,18.19,78.81
2022,JUL,29,3,21.00,1.60,156.81,18.00,79.35
2022,JUL,29,4,22.00,2.09,112.95,17.47,80.33
2022,JUL,29,5,18.00,1.73,97.27,17.22,81.52
2022,JUL,29,6,18.00,1.40,163.28,16.87,82.22
2022,JUL,29,7,31.00,1.49,128.75,16.81,83.80
2022,JUL,29,8,37.00,2.43,104.75,17.29,83.19
2022,JUL,29,9,32.00,3.39,104.00,18.54,76.62
2022,JUL,29,10,21.00,3.33,81.52,20.47,66.22
2022,JUL,29,11,15.00,3.74,97.70,22.93,55.58
2022,JUL,29,12,15.00,3.92,101.75,24.13,49.90
2022,JUL,29,13,13.00,3.19,112.37,25.79,45.28
2022,JUL,29,14,7.00,3.36,103.73,26.73,41.43
2022,JUL,29,15,21.00,5.26,86.54,25.85,43.01
2022,JUL,29,16,40.00,5.10,69.10,21.70,51.73
2022,JUL,29,17,13.00,4.39,81.98,21.65,52.66
2022,JUL,29,18,6.00,3.52,150.88,19.62,63.23
2022,JUL,29,19,15.00,2.94,154.52,17.98,68.42
2022,JUL,29,20,17.00,2.56,163.75,17.49,73.81
2022,JUL,29,21,18.00,3.32,125.72,15.90,84.63
2022,JUL,29,22,15.00,2.30,91.07,15.15,91.97
2022,JUL,29,23,11.00,2.21,136.03,15.67,92.56
2022,JUL,30,0,13.00,1.65,296.70,15.42,91.91
2022,JUL,30,1,10.00,1.85,284.47,15.47,92.52
2022,JUL,30,2,14.00,1.85,257.53,15.61,93.47
2022,JUL,30,3,10.00,2.30,292.64,15.63,93.94
2022,JUL,30,4,17.00,1.80,278.85,15.73,94.27
2022,JUL,30,5,20.00,1.68,247.56,15.64,94.38
2022,JUL,30,6,21.00,1.08,216.83,15.73,94.71
2022,JUL,30,7,22.00,1.80,120.90,16.13,91.21
2022,JUL,30,8,26.00,1.82,186.02,16.56,91.58
2022,JUL,30,9,16.00,2.49,125.71,19.77,78.16
2022,JUL,30,10,20.00,2.43,94.84,18.44,70.55
2022,JUL,30,11,24.00,2.72,89.63,20.55,60.71
2022,JUL,30,12,17.00,3.04,98.44,23.17,49.86
2022,JUL,30,13,17.00,2.96,113.80,24.83,44.26
2022,JUL,30,14,18.00,3.06,122.68,25.83,40.02
2022,JUL,30,15,20.00,3.07,118.72,26.51,36.49
2022,JUL,30,16,28.00,3.38,93.30,26.00,33.86
2022,JUL,30,17,24.00,2.53,216.03,27.15,35.66
2022,JUL,30,18,32.00,3.03,277.53,25.43,43.27
2022,JUL,30,19,42.00,3.04,304.62,23.63,51.74
2022,JUL,30,20,41.00,2.50,190.41,22.54,52.08
2022,JUL,30,21,34.00,3.24,88.30,21.39,48.00
2022,JUL,30,22,29.00,2.77,110.51,19.78,55.79
2022,JUL,30,23,36.00,2.02,133.98,18.33,63.14
2022,JUL,31,0,36.00,3.41,90.18,17.49,68.41
2022,JUL,31,1,24.00,3.01,91.80,16.76,71.69
2022,JUL,31,2,29.00,2.96,97.19,15.87,76.68
2022,JUL,31,3,29.00,3.03,96.42,15.19,82.42
2022,JUL,31,4,28.00,2.44,109.67,14.96,83.01
2022,JUL,31,5,22.00,2.83,96.88,14.34,84.52
2022,JUL,31,6,23.00,2.38,114.01,13.74,86.90
2022,JUL,31,7,26.00,2.55,109.26,14.06,87.22
2022,JUL,31,8,23.00,3.71,70.47,16.77,77.13
2022,JUL,31,9,17.00,4.28,69.08,19.09,63.82
2022,JUL,31,10,19.00,4.34,74.96,20.63,54.26
2022,JUL,31,11,8.00,3.71,78.19,22.25,48.15
2022,JUL,31,12,12.00,3.49,86.21,23.43,44.50
2022,JUL,31,13,15.00,2.60,138.79,24.97,40.40
2022,JUL,31,14,12.00,2.78,124.51,25.89,37.48
2022,JUL,31,15,13.00,2.99,112.47,27.20,32.37
2022,JUL,31,16,NA,3.19,103.33,27.89,30.33
2022,JUL,31,17,6.00,3.17,112.48,28.18,28.93
2022,JUL,31,18,18.00,3.81,90.02,27.44,31.34
2022,JUL,31,19,80.00,4.21,58.77,24.92,37.49
2022,JUL,31,20,64.00,1.96,187.23,23.72,42.48
2022,JUL,31,21,25.00,2.51,210.45,22.43,47.96
2022,JUL,31,22,26.00,2.05,208.36,21.75,50.61
2022,JUL,31,23,18.00,3.41,90.33,20.66,55.55
