YEAR,MONTH,DAY,HOUR,PM10(ug/m3),WS(m/s),WD(°),TEMP(°C),HR(%)
2023,ENE,1,0,201,1.09,236.97,10.38,55.65
2023,ENE,1,1,285,1.5,279.41,14.57,58.29
2023,ENE,1,2,391,1.69,283.43,13.37,63.24
2023,ENE,1,3,343,1.25,243.25,12.28,65.08
2023,ENE,1,4,427,1.53,238.98,11.49,68.21
2023,ENE,1,5,264,1.23,120.48,10.54,72.2
2023,ENE,1,6,165,1.15,96.74,9.27,79.65
2023,ENE,1,7,171,1.18,114.7,8.48,83.52
2023,ENE,1,8,129,1.87,126.37,7.82,86.49
2023,ENE,1,9,95,1.76,122.2,11.76,76.34
2023,ENE,1,10,84,2.22,119.47,15.87,62.16
2023,ENE,1,11,66,2.21,155.76,18.8,52.82
2023,ENE,1,12,44,1.58,232.53,21.89,43.58
2023,ENE,1,13,46,2.24,237.86,22.87,39.08
2023,ENE,1,14,29,2.26,214.7,24.07,35.02
2023,ENE,1,15,35,1.88,260.6,22.67,37.45
2023,ENE,1,16,54,2.57,175.64,21.49,40.16
2023,ENE,1,17,84,3.52,133.44,20.66,43.77
2023,ENE,1,18,53,2.8,238.25,15.18,70.27
2023,ENE,1,19,19,1.64,281.48,14.01,84.88
2023,ENE,1,20,38,1.5,298.84,14.1,85.61
2023,ENE,1,21,57,0.96,233.06,13.2,86.64
2023,ENE,1,22,64,1.04,179.88,12.44,88.69
2023,ENE,1,23,51,1.53,241.55,11.75,88.31
2023,ENE,2,0,78,1.05,176.29,11.15,88.31
2023,ENE,2,1,64,1.01,159.73,10.95,89.9
2023,ENE,2,2,51,1.06,198,10.02,89.72
2023,ENE,2,3,43,1,282.32,9.7,89.13
2023,ENE,2,4,33,1.21,115.59,9,90.85
2023,ENE,2,5,36,1.05,194.35,8.05,91.89
2023,ENE,2,6,36,1.03,251.52,8.19,90.75
2023,ENE,2,7,44,1.07,273.56,8.45,89.11
2023,ENE,2,8,42,1,231.95,8.16,90.01
2023,ENE,2,9,40,1.22,251.93,12.98,82.47
2023,ENE,2,10,39,1.03,183.46,16.58,70.65
2023,ENE,2,11,39,1.59,227.57,19.09,64.75
2023,ENE,2,12,28,3.42,244.17,19.93,54.35
2023,ENE,2,13,19,4.47,235.39,21.18,38.44
2023,ENE,2,14,18,4.9,248.44,22.07,27.26
2023,ENE,2,15,23,4.98,277.2,21.29,29.15
2023,ENE,2,16,28,4.45,274.08,19.68,29.32
2023,ENE,2,17,21,4.64,272.68,20.4,28.06
2023,ENE,2,18,28,4.02,264.44,19.09,32.98
2023,ENE,2,19,33,2.81,264.1,17.13,41.78
2023,ENE,2,20,48,2.66,271.32,15.18,47.91
2023,ENE,2,21,74,2.36,230.87,14.51,49.31
2023,ENE,2,22,59,1.78,143.82,13.03,51.87
2023,ENE,2,23,67,1.13,129.02,11.68,56.42
2023,ENE,3,0,47,1.4,231.73,11.53,57.25
2023,ENE,3,1,54,1.77,294.22,11.49,59.34
2023,ENE,3,2,43,1.31,198.44,11.97,56.91
2023,ENE,3,3,37,1.43,144.47,10.98,57.82
2023,ENE,3,4,33,1.37,278.42,9.93,60.49
2023,ENE,3,5,36,1.66,279.15,9.28,63.82
2023,ENE,3,6,37,1.62,245.64,8.67,66.32
2023,ENE,3,7,43,1.33,218.63,8.11,68.52
2023,ENE,3,8,69,1.3,263.81,8.31,68.19
2023,ENE,3,9,93,1.06,198.34,14.09,60.01
2023,ENE,3,10,98,1.8,264.46,17.48,51.07
2023,ENE,3,11,56,2.29,285.26,19.15,44.52
2023,ENE,3,12,28,2.72,265.59,20.75,38.55
2023,ENE,3,13,24,3.46,279.08,21.92,35.19
2023,ENE,3,14,26,4.27,259.59,23.05,30.83
2023,ENE,3,15,32,4.74,252.66,23.49,26.34
2023,ENE,3,16,30,4.66,246.45,23.51,25.71
2023,ENE,3,17,28,4.57,264.53,23.37,24.04
2023,ENE,3,18,40,3.76,269.93,22.15,27.25
2023,ENE,3,19,47,2.71,261.97,19.35,34.74
2023,ENE,3,20,50,2.4,271.16,17.21,41.08
2023,ENE,3,21,76,1.95,244.95,15.79,45.15
2023,ENE,3,22,85,1.32,190.02,14.41,48.97
2023,ENE,3,23,73,1.5,198.01,13.66,50.18
2023,ENE,4,0,63,1.56,272.07,12.94,52.47
2023,ENE,4,1,75,0.98,210.72,11.57,54.73
2023,ENE,4,2,79,1.01,198.32,10.87,57.47
2023,ENE,4,3,72,1.19,218.55,10.07,60.34
2023,ENE,4,4,57,1.05,74.47,8.93,65.25
2023,ENE,4,5,59,1.05,150.78,8.15,67.74
2023,ENE,4,6,60,1.25,144.86,7.52,69.67
2023,ENE,4,7,80,1.19,101.69,7.06,73.19
2023,ENE,4,8,75,0.97,63.64,7.52,73.62
2023,ENE,4,9,102,1.24,163.61,12.03,64.17
2023,ENE,4,10,102,1.74,133.38,14.68,56.43
2023,ENE,4,11,96,1.69,154.68,17.96,47.96
2023,ENE,4,12,119,1.52,209.85,21.24,40.79
2023,ENE,4,13,77,2.11,248.28,22.78,35.06
2023,ENE,4,14,43,1.98,207.38,23.66,31.71
2023,ENE,4,15,NA,NA,NA,NA,NA
2023,ENE,4,16,NA,NA,NA,NA,NA
2023,ENE,4,17,42,1.84,175.5,25.23,22.49
2023,ENE,4,18,103,1.19,202.13,23.83,23.31
2023,ENE,4,19,108,1.13,259.99,20.03,28.97
2023,ENE,4,20,148,0.97,216.82,17.52,32.99
2023,ENE,4,21,261,0.97,138.82,15.85,36.6
2023,ENE,4,22,310,1.04,133.9,14.38,41.51
2023,ENE,4,23,231,1.9,103.38,13.27,47.68
2023,ENE,5,0,147,2.67,111.63,12.61,50.53
2023,ENE,5,1,104,2.66,116.39,12.14,53.34
2023,ENE,5,2,69,2.58,85.67,11.83,56.34
2023,ENE,5,3,64,2.09,89.74,10.91,59.87
2023,ENE,5,4,59,2.33,112.74,10.18,63.98
2023,ENE,5,5,67,1.86,112.83,9.46,68.54
2023,ENE,5,6,89,1.73,105.58,8.9,72.24
2023,ENE,5,7,64,2.57,89.42,8.96,72.8
2023,ENE,5,8,71,2.27,65.18,8.96,74.77
2023,ENE,5,9,70,2.66,80.9,11.92,67.19
2023,ENE,5,10,75,3.16,106.1,15.36,53.73
2023,ENE,5,11,63,3.82,95.31,19.02,41.5
2023,ENE,5,12,57,3.83,86.29,21.21,34.91
2023,ENE,5,13,43,4.37,93.4,23.03,29.76
2023,ENE,5,14,46,3.97,99.7,24.22,27
2023,ENE,5,15,45,3.52,95.36,25.25,22.11
2023,ENE,5,16,44,3.08,112.78,25.92,20.31
2023,ENE,5,17,53,3.18,132.05,25.6,21.58
2023,ENE,5,18,64,2.53,124.85,24.25,24.3
2023,ENE,5,19,86,4.42,66.59,21.41,27.07
2023,ENE,5,20,73,6,46.07,19.4,29.68
2023,ENE,5,21,55,3.96,55.49,17.65,38.17
2023,ENE,5,22,54,2.98,79.01,16.46,40.32
2023,ENE,5,23,53,4.15,98.59,14.38,49.57
2023,ENE,6,0,50,4.25,98.48,13.16,52.42
2023,ENE,6,1,42,3.93,82.12,12.38,54.61
2023,ENE,6,2,27,4.04,81.55,12.22,55.75
2023,ENE,6,3,36,2.33,137.73,10.65,58.75
2023,ENE,6,4,33,2.29,127.22,8.63,66.24
2023,ENE,6,5,31,3.17,108.39,8.53,68.26
2023,ENE,6,6,34,3.03,112.13,8.19,70.04
2023,ENE,6,7,32,3.19,110.37,7.79,71.83
2023,ENE,6,8,48,3.31,113.15,8.09,71.64
2023,ENE,6,9,68,3.28,112.67,10.77,64.47
2023,ENE,6,10,67,3.66,89.57,13.79,54.45
2023,ENE,6,11,51,3.7,85.92,17.09,42.43
2023,ENE,6,12,NA,4.01,98.7,19.56,34.06
2023,ENE,6,13,NA,2.67,119.04,22.27,29.42
2023,ENE,6,14,14,2.15,151.01,24.28,22.9
2023,ENE,6,15,17,2.28,159.4,24.89,19.19
2023,ENE,6,16,30,2.2,192.4,25.4,18
2023,ENE,6,17,32,1.75,238.85,25.14,17.41
2023,ENE,6,18,42,1.56,215.66,23.79,17.63
2023,ENE,6,19,78,1.17,230.3,19.96,20.47
2023,ENE,6,20,125,0.96,238.2,17.5,24.03
2023,ENE,6,21,173,1.72,121.71,16.15,27.94
2023,ENE,6,22,129,2.2,65.47,16.53,26.71
2023,ENE,6,23,71,1.32,120.23,14.16,29.49
2023,ENE,7,0,62,2.37,86.85,12.34,35.23
2023,ENE,7,1,38,2.61,95.33,11.49,40.03
2023,ENE,7,2,34,2.51,125.37,10.24,47.09
2023,ENE,7,3,40,2.33,114.94,9.82,52.52
2023,ENE,7,4,42,2.23,105.77,9.18,54.88
2023,ENE,7,5,54,1.57,115.34,8.1,58.6
2023,ENE,7,6,60,2.02,102.79,7.77,61.78
2023,ENE,7,7,56,2.67,100.73,8.16,64.85
2023,ENE,7,8,74,1.64,150.27,6.97,67.55
2023,ENE,7,9,100,2.05,129.43,9.92,59.91
2023,ENE,7,10,102,3.02,105.84,13.12,53.16
2023,ENE,7,11,86,2.8,105.88,16.86,45.59
2023,ENE,7,12,59,2.26,131.72,20.39,36.48
2023,ENE,7,13,49,1.84,210.43,23.29,30.19
2023,ENE,7,14,48,1.86,235.68,24.88,23.02
2023,ENE,7,15,45,2.03,197.13,25.09,18.28
2023,ENE,7,16,47,2.12,197.95,25.38,17.47
2023,ENE,7,17,45,2.09,226.26,24.89,17.66
2023,ENE,7,18,44,2.02,233.86,23.32,18.11
2023,ENE,7,19,87,1.11,252.92,19.73,20.3
2023,ENE,7,20,123,1.19,274.75,17.7,25.72
2023,ENE,7,21,128,0.96,201.06,15.9,27.11
2023,ENE,7,22,216,1,237.73,14.47,31.17
2023,ENE,7,23,257,1.96,124.8,13.28,39.63
2023,ENE,8,0,150,1.72,159.47,12.44,41.27
2023,ENE,8,1,123,1.02,248.03,11.68,41.55
2023,ENE,8,2,126,1.56,109.31,11.16,43.99
2023,ENE,8,3,78,1.91,114.83,9.69,48.04
2023,ENE,8,4,64,1.97,104.31,9.07,48.91
2023,ENE,8,5,66,1.42,86.84,8.53,49.61
2023,ENE,8,6,56,1.07,162.4,7.52,50.58
2023,ENE,8,7,58,1.05,96.24,7.15,53.27
2023,ENE,8,8,63,1.18,89.58,7.28,54.03
2023,ENE,8,9,69,2.18,99.39,10.7,45.57
2023,ENE,8,10,77,3.74,115.69,13.68,39.03
2023,ENE,8,11,74,3.09,108.81,17.17,32.98
2023,ENE,8,12,52,3.2,112.42,20.34,25.52
2023,ENE,8,13,36,2.77,123.56,22.67,20.24
2023,ENE,8,14,53,2.31,154.29,24.64,17.51
2023,ENE,8,15,43,2.75,121.07,25.13,15.24
2023,ENE,8,16,43,2.45,160.83,25.37,14.53
2023,ENE,8,17,38,1.73,217.47,25.42,13.99
2023,ENE,8,18,44,1.39,257.18,23.88,14.31
2023,ENE,8,19,65,1.02,295.19,20,16.23
2023,ENE,8,20,122,1.04,232.95,17.58,21.98
2023,ENE,8,21,122,1.56,211.88,16.23,26.16
2023,ENE,8,22,80,3.39,85.28,15.86,36.52
2023,ENE,8,23,70,4.19,86.59,15.14,46.62
2023,ENE,9,0,43,3.46,74.72,13.71,55.05
2023,ENE,9,1,40,4.48,78.22,12.83,63.49
2023,ENE,9,2,37,4.68,71.67,12.71,66.67
2023,ENE,9,3,32,4.16,78,11.98,69.99
2023,ENE,9,4,31,3.3,86.56,11.14,72.75
2023,ENE,9,5,29,2.77,87.81,10.43,74.74
2023,ENE,9,6,34,3.18,102.93,9.37,78.22
2023,ENE,9,7,39,2.52,95.28,8.48,82.79
2023,ENE,9,8,68,1.67,108.24,8.3,84.42
2023,ENE,9,9,81,1.65,100.33,11.17,74.82
2023,ENE,9,10,80,2.96,86.06,14.16,64.5
2023,ENE,9,11,46,3.27,93.75,16.59,52.64
2023,ENE,9,12,46,2.59,113.7,19.31,43.86
2023,ENE,9,13,55,1.82,214.22,22.2,34.9
2023,ENE,9,14,56,2.72,270.03,23.27,30.88
2023,ENE,9,15,47,2.64,246.56,23.62,29.23
2023,ENE,9,16,59,2.77,273.42,23.85,27.69
2023,ENE,9,17,53,2.37,265.42,23.92,26.77
2023,ENE,9,18,58,1.85,253.86,22.54,27.49
2023,ENE,9,19,73,2.34,274.6,19.92,32.55
2023,ENE,9,20,81,1.12,217.45,18.24,37.25
2023,ENE,9,21,177,0.96,148.92,16.27,40.06
2023,ENE,9,22,292,1.19,211.59,15.09,42.72
2023,ENE,9,23,181,1.38,242.26,14.26,48.26
2023,ENE,10,0,132,2.07,227.06,13.94,50.72
2023,ENE,10,1,112,1.11,141.14,13.35,50.88
2023,ENE,10,2,109,1.5,128.23,12.52,53.71
2023,ENE,10,3,104,1.29,115.57,12.05,55.95
2023,ENE,10,4,101,1.71,93.93,11.21,57.86
2023,ENE,10,5,84,2.67,108.82,10.48,62.72
2023,ENE,10,6,73,1.9,70.45,9.91,68.65
2023,ENE,10,7,62,1.69,98.24,9.32,73.6
2023,ENE,10,8,69,2.45,102.46,9.11,79.78
2023,ENE,10,9,69,2.75,89.33,11.48,74.24
2023,ENE,10,10,67,3.4,99.44,14.7,64.2
2023,ENE,10,11,50,3.93,91.19,17.58,54.18
2023,ENE,10,12,52,3.69,101.78,19.39,47.54
2023,ENE,10,13,54,3,105.41,21.3,39.81
2023,ENE,10,14,56,2.61,150.56,23.34,33.19
2023,ENE,10,15,51,2.55,119.02,24.37,26.01
2023,ENE,10,16,47,1.9,177.27,25.18,22.83
2023,ENE,10,17,54,3.1,158.94,24.51,22.59
2023,ENE,10,18,60,3.29,184.27,22,25.85
2023,ENE,10,19,70,2.51,183.68,19.26,32.48
2023,ENE,10,20,158,2.26,153.06,16.47,43.09
2023,ENE,10,21,108,1.88,85.06,15.34,47.57
2023,ENE,10,22,97,2.38,117.42,14.94,49.47
2023,ENE,10,23,81,1.52,145.73,14.21,51.07
2023,ENE,11,0,86,2.41,90.5,13.97,50.53
2023,ENE,11,1,70,2.92,107.3,13.86,52.53
2023,ENE,11,2,55,2.51,102.12,13.93,52.31
2023,ENE,11,3,51,1.88,106.73,13.16,56.5
2023,ENE,11,4,48,1.98,134.54,11.72,61.31
2023,ENE,11,5,56,1,140.43,10.89,64.74
2023,ENE,11,6,58,1.32,86.03,10.08,68.46
2023,ENE,11,7,58,1.51,93.54,9.7,69.35
2023,ENE,11,8,90,2.23,116.27,8.81,70.04
2023,ENE,11,9,85,2.2,123.73,10.63,65.05
2023,ENE,11,10,93,2.87,118.93,14.21,55
2023,ENE,11,11,94,3.18,108.51,17.24,47.42
2023,ENE,11,12,83,1.93,149.48,20.66,40.19
2023,ENE,11,13,55,1.98,251.82,23.4,31.87
2023,ENE,11,14,66,2.31,267.77,24.01,28.93
2023,ENE,11,15,65,2.68,269.12,23.75,26.48
2023,ENE,11,16,44,2.19,269.29,24.2,19.81
2023,ENE,11,17,46,2.82,283.64,24.13,18.95
2023,ENE,11,18,53,2.55,273.37,22.46,22.91
2023,ENE,11,19,73,1.82,307.64,19.41,29.11
2023,ENE,11,20,90,1.23,306.36,17.81,32.2
2023,ENE,11,21,172,1.4,171.87,16.13,35.3
2023,ENE,11,22,163,1.88,181.03,15.43,43.06
2023,ENE,11,23,100,0.96,238.61,14.54,45.71
2023,ENE,12,0,120,1,307.41,13.42,47.27
2023,ENE,12,1,95,0.99,210.99,12.28,52.09
2023,ENE,12,2,107,0.97,243.8,11.33,53.36
2023,ENE,12,3,117,0.97,241.79,10.87,55.97
2023,ENE,12,4,103,1.71,254.44,11.06,57.76
2023,ENE,12,5,93,1.39,246.93,10.91,56.69
2023,ENE,12,6,91,0.99,249.16,11.25,54.84
2023,ENE,12,7,92,0.97,149.51,10.89,55.52
2023,ENE,12,8,111,1.07,70.73,9.67,60.88
2023,ENE,12,9,127,1.25,128.38,12.24,58.04
2023,ENE,12,10,128,1.79,111.28,16.13,47.85
2023,ENE,12,11,85,1.16,154.32,20.33,37.34
2023,ENE,12,12,104,1.88,257.33,21.92,33.42
2023,ENE,12,13,113,1.85,248.93,23.55,29.72
2023,ENE,12,14,93,1.83,136.93,24.73,24.55
2023,ENE,12,15,67,3.09,131.96,25.63,18.8
2023,ENE,12,16,55,2.58,110.71,24.8,18.12
2023,ENE,12,17,57,3.27,109.13,24.58,17.85
2023,ENE,12,18,63,2.62,148.53,23.4,18.65
2023,ENE,12,19,96,1.16,169.92,21.32,19.96
2023,ENE,12,20,188,1.17,174.07,19.93,21.28
2023,ENE,12,21,142,4.52,86.31,19.15,34.52
2023,ENE,12,22,110,4.68,101.49,16.74,47.32
2023,ENE,12,23,119,6.12,95.26,15.24,52.88
2023,ENE,13,0,100,6.39,65.89,13.43,53.88
2023,ENE,13,1,79,5.64,63.09,12.3,56.89
2023,ENE,13,2,65,5.33,65.32,11.53,59.42
2023,ENE,13,3,58,4.56,67.71,11.23,61.4
2023,ENE,13,4,56,5.28,70.49,10.82,61.25
2023,ENE,13,5,65,4.78,70.94,10.3,60.39
2023,ENE,13,6,54,3.21,91.04,9.64,60.15
2023,ENE,13,7,43,2.28,113.78,7.91,61.43
2023,ENE,13,8,53,2.28,117.21,8.25,61.81
2023,ENE,13,9,62,2.57,127.6,9.96,56.48
2023,ENE,13,10,65,4.48,88.99,12.57,50.97
2023,ENE,13,11,61,5.04,71.77,14.25,47.29
2023,ENE,13,12,52,4.35,64.43,16.61,42.08
2023,ENE,13,13,56,4.37,56.14,18.58,35.7
2023,ENE,13,14,51,3.33,78.7,20.92,28.71
2023,ENE,13,15,55,3.13,82.72,22.03,24.98
2023,ENE,13,16,57,3.23,106.61,22.88,23.41
2023,ENE,13,17,59,3.58,79.56,22.72,20.98
2023,ENE,13,18,54,3.62,55.46,21.55,18.9
2023,ENE,13,19,58,5.72,43.77,19.07,20.22
2023,ENE,13,20,69,5.06,56.74,16.68,24.7
2023,ENE,13,21,56,4.71,63.57,15.22,26.75
2023,ENE,13,22,57,2.55,75.5,13.32,29.47
2023,ENE,13,23,47,2.56,90.16,11.23,33.64
2023,ENE,14,0,45,3.13,100.33,10.28,34.77
2023,ENE,14,1,42,2.83,99.01,9.52,35.78
2023,ENE,14,2,31,2.94,98.81,8.71,38.28
2023,ENE,14,3,30,1.75,121.41,7.18,42.03
2023,ENE,14,4,30,1.91,107.56,5.76,48.15
2023,ENE,14,5,29,2.16,117.21,5.17,51.04
2023,ENE,14,6,35,2.29,104.93,4.85,52.9
2023,ENE,14,7,44,2.88,92.49,4.72,53.69
2023,ENE,14,8,80,2.87,111.98,4.44,55.8
2023,ENE,14,9,64,3.1,109.48,7.26,49.14
2023,ENE,14,10,78,3.7,105.69,10.56,40.69
2023,ENE,14,11,73,3.69,97.36,14.39,31.1
2023,ENE,14,12,62,4,102.13,17.03,25.21
2023,ENE,14,13,50,3.82,96,19.32,20.34
2023,ENE,14,14,41,2.29,116.78,21.83,16.51
2023,ENE,14,15,64,1.98,174.66,23.55,15.74
2023,ENE,14,16,58,2.1,267.65,24.04,15.33
2023,ENE,14,17,56,2.74,262.52,23.16,17.11
2023,ENE,14,18,66,3.09,297.95,21.74,18
2023,ENE,14,19,61,1.37,273.96,18.72,20.5
2023,ENE,14,20,108,1.04,300.44,16.45,24.56
2023,ENE,14,21,154,1.01,294.83,15.01,27.73
2023,ENE,14,22,224,0.99,210.03,13.08,31.27
2023,ENE,14,23,310,1.02,219.43,12.38,33.78
2023,ENE,15,0,256,1.08,185.86,11.46,36.89
2023,ENE,15,1,181,1.12,110.78,10.1,41.3
2023,ENE,15,2,143,1.16,143.8,9,42.37
2023,ENE,15,3,96,1.15,135.61,9.16,43.12
2023,ENE,15,4,93,1.2,146.79,8.23,44.02
2023,ENE,15,5,103,1.05,108.4,7.43,47.16
2023,ENE,15,6,81,1.07,133.03,6.69,48.22
2023,ENE,15,7,88,1.26,125.17,5.8,51.38
2023,ENE,15,8,81,1.83,119.2,5.41,53.04
2023,ENE,15,9,86,1.79,121.59,8.68,46.68
2023,ENE,15,10,81,2.04,121.75,13.45,38.67
2023,ENE,15,11,84,1.32,158.35,17.97,31.97
2023,ENE,15,12,71,1.63,232.02,20.69,30
2023,ENE,15,13,51,2.95,266.29,21.59,27.27
2023,ENE,15,14,49,3.08,252.12,22.71,25.8
2023,ENE,15,15,55,3.27,242.33,23.4,23.54
2023,ENE,15,16,56,3.75,252.81,23.89,20.99
2023,ENE,15,17,57,3.88,255.54,23.51,19.79
2023,ENE,15,18,63,3.62,252.43,22.42,19.34
2023,ENE,15,19,59,3.34,255.11,19.58,21.97
2023,ENE,15,20,75,2.71,254.89,17.48,23.27
2023,ENE,15,21,72,2.58,257.95,15.98,24.76
2023,ENE,15,22,78,2.63,275.78,14.88,28.06
2023,ENE,15,23,98,1.25,271.65,13.07,30.87
2023,ENE,16,0,78,1.04,268.42,12.09,33.06
2023,ENE,16,1,68,1.23,234.88,11.14,35.28
2023,ENE,16,2,59,1.69,255.17,10.91,44.87
2023,ENE,16,3,57,1.85,294.05,9.99,50.56
2023,ENE,16,4,66,1.84,269.29,9.07,52.95
2023,ENE,16,5,56,1.01,174.49,8.26,55.48
2023,ENE,16,6,60,1.07,255.7,7.64,56.73
2023,ENE,16,7,61,1.78,270.26,7.5,59.74
2023,ENE,16,8,74,1.27,255.94,7.27,59.3
2023,ENE,16,9,102,1.85,287.58,11.66,51.84
2023,ENE,16,10,93,2.22,260.7,15.15,42.73
2023,ENE,16,11,60,2.12,270.23,17.76,36.48
2023,ENE,16,12,32,2.59,259.76,19.66,31.84
2023,ENE,16,13,40,2.85,270.69,20.96,31.24
2023,ENE,16,14,43,3.84,263.44,22.22,27.24
2023,ENE,16,15,44,3.86,270.75,22.56,22.03
2023,ENE,16,16,47,3.05,274.48,23.37,20.93
2023,ENE,16,17,42,3.35,287.73,23.18,18.95
2023,ENE,16,18,47,2.57,296.37,22.52,19.17
2023,ENE,16,19,76,1.83,289.02,19.76,23.26
2023,ENE,16,20,120,1.03,238.82,16.74,24.92
2023,ENE,16,21,181,1.12,269.98,14.72,28.32
2023,ENE,16,22,159,1.42,251.79,13.62,30.55
2023,ENE,16,23,146,1.5,239.26,12.77,30.1
2023,ENE,17,0,131,0.98,240.83,11.65,29.34
2023,ENE,17,1,112,1.09,287.64,10.39,31.77
2023,ENE,17,2,103,1.01,215.88,8.82,35.56
2023,ENE,17,3,102,0.97,170.15,7.74,40.85
2023,ENE,17,4,126,1.12,106.8,6.44,48.88
2023,ENE,17,5,129,1.06,120.67,5.21,53.23
2023,ENE,17,6,118,1.22,113.89,4.33,56.75
2023,ENE,17,7,124,2.12,113.55,4.21,55.3
2023,ENE,17,8,105,1.85,107.1,4.63,54.63
2023,ENE,17,9,130,2.22,103.3,8.38,44.16
2023,ENE,17,10,128,2.56,104.49,13.1,38.89
2023,ENE,17,11,84,2.22,121.48,16.88,39.54
2023,ENE,17,12,77,1.52,169.13,20.97,32.93
2023,ENE,17,13,62,1.63,236.06,23.53,27.81
2023,ENE,17,14,60,2.19,212.84,25,21.49
2023,ENE,17,15,52,3.19,251.46,25.18,16.45
2023,ENE,17,16,46,3.31,258.19,25.83,13.49
2023,ENE,17,17,51,3.05,273.46,25.65,14.04
2023,ENE,17,18,59,3.2,260.85,23.43,15.69
2023,ENE,17,19,82,1.82,251.58,21.47,16.57
2023,ENE,17,20,166,1.41,190.8,18.45,19.94
2023,ENE,17,21,178,1.15,197.38,16.63,24.61
2023,ENE,17,22,145,2.79,235.74,16.59,32.41
2023,ENE,17,23,71,1.36,215.73,14.75,34.32
2023,ENE,18,0,75,1.08,243.58,13.4,39
2023,ENE,18,1,78,1.02,288.65,12.55,41.69
2023,ENE,18,2,76,0.99,254.43,11.29,44.73
2023,ENE,18,3,74,1.01,224.58,10.23,48.09
2023,ENE,18,4,70,0.98,253.1,9.63,49.29
2023,ENE,18,5,68,0.98,233.14,8.73,54.97
2023,ENE,18,6,81,1,134.02,7.76,62.25
2023,ENE,18,7,87,0.98,204.13,6.8,63.31
2023,ENE,18,8,114,0.98,70.27,6.84,67.31
2023,ENE,18,9,160,0.97,120.97,10.48,61.1
2023,ENE,18,10,172,1.18,200.61,16.24,49.12
2023,ENE,18,11,127,1.57,254.21,19.07,41.35
2023,ENE,18,12,60,1.76,267.68,20.16,34.65
2023,ENE,18,13,40,2.01,218.78,22.59,26.02
2023,ENE,18,14,36,3.08,264.79,23.61,18.63
2023,ENE,18,15,36,2.66,250.67,24.52,16.83
2023,ENE,18,16,43,3.47,274.63,24.63,15.16
2023,ENE,18,17,43,2.1,239.62,24.89,14.44
2023,ENE,18,18,48,2.67,262.4,23.9,14.35
2023,ENE,18,19,60,1.3,272.74,20.07,14.59
2023,ENE,18,20,89,1.59,299.17,18.46,18.38
2023,ENE,18,21,118,1.4,189.07,17.05,21.16
2023,ENE,18,22,135,1,140.32,15.19,24.27
2023,ENE,18,23,168,0.99,118.25,13.31,26.6
2023,ENE,19,0,170,0.96,175.46,12.45,32.01
2023,ENE,19,1,192,0.97,229.47,11.56,31.6
2023,ENE,19,2,167,0.98,235.68,10.78,34.4
2023,ENE,19,3,143,1.34,150.77,10.07,44.68
2023,ENE,19,4,99,1.25,133.71,8.85,46.49
2023,ENE,19,5,77,0.97,199.1,8.06,47.28
2023,ENE,19,6,73,1.14,162.5,8.34,50.42
2023,ENE,19,7,90,1.62,130.27,7.32,53.79
2023,ENE,19,8,93,2.2,136.67,7.12,54.16
2023,ENE,19,9,112,2.42,134.93,9.83,48.02
2023,ENE,19,10,114,2.76,92.77,14.96,34.77
2023,ENE,19,11,106,2.59,110.12,18.58,31.56
2023,ENE,19,12,84,2.09,142.09,21.53,28.6
2023,ENE,19,13,77,2.16,159.71,23.15,25.56
2023,ENE,19,14,67,1.66,165.25,25.49,22.25
2023,ENE,19,15,66,1.51,177.29,27.14,19.11
2023,ENE,19,16,65,2.04,206.89,26.29,18.27
2023,ENE,19,17,48,1.99,235.51,26.66,16.83
2023,ENE,19,18,52,2.15,270.63,24.18,19.13
2023,ENE,19,19,94,1.72,298.97,21.9,21.94
2023,ENE,19,20,124,1.38,312.98,20.03,25.5
2023,ENE,19,21,159,1.41,232.75,17.97,28.73
2023,ENE,19,22,213,1.11,251.8,16.67,32.28
2023,ENE,19,23,125,1.03,160.87,15.15,33.44
2023,ENE,20,0,115,1.41,84.75,14.11,39.55
2023,ENE,20,1,104,1.77,132.47,12.31,45.09
2023,ENE,20,2,97,1.67,116.68,11.98,49.27
2023,ENE,20,3,92,2.33,126.59,11.27,56.27
2023,ENE,20,4,89,2.34,126.64,10.43,63.21
2023,ENE,20,5,81,2.47,116.42,9.43,68.37
2023,ENE,20,6,78,2.23,120.86,8.17,72.23
2023,ENE,20,7,78,2.09,116.29,7.59,77.41
2023,ENE,20,8,93,2.24,113.74,7.35,82.34
2023,ENE,20,9,109,3.31,101.12,11.03,74.29
2023,ENE,20,10,101,3.56,112.02,14.83,62.99
2023,ENE,20,11,84,2.67,114.65,18.09,49.3
2023,ENE,20,12,77,1.6,169.88,21.47,37.68
2023,ENE,20,13,66,1.75,254.18,24.7,29.4
2023,ENE,20,14,54,2.36,257.5,25.66,24.12
2023,ENE,20,15,43,2.02,246.3,25.85,21.37
2023,ENE,20,16,33,2.14,244.7,27.41,17.12
2023,ENE,20,17,46,2.96,284.57,26.54,16.3
2023,ENE,20,18,50,2.29,271.64,23.92,19.19
2023,ENE,20,19,70,1.52,291.82,22.06,19.45
2023,ENE,20,20,116,0.98,285.26,19.32,20.46
2023,ENE,20,21,198,1.19,241.6,17.36,26.62
2023,ENE,20,22,179,1.26,267.25,16.62,28.61
2023,ENE,20,23,161,1.76,277.23,15.64,31.53
2023,ENE,21,0,127,1.02,264.36,14.3,33.28
2023,ENE,21,1,130,1,232.07,13.05,38.26
