fecha,PM10(ug/m3),WS(m/s),WD(°),TEMP(°C),HR(%)
2023-01-01 00:00:00,201.0,1.09,236.97,10.38,55.65
2023-01-01 01:00:00,285.0,1.5,279.41,14.57,58.29
2023-01-01 02:00:00,391.0,1.69,283.43,13.37,63.24
2023-01-01 03:00:00,343.0,1.25,243.25,12.28,65.08
2023-01-01 04:00:00,427.0,1.53,238.98,11.49,68.21
2023-01-01 05:00:00,264.0,1.23,120.48,10.54,72.2
2023-01-01 06:00:00,165.0,1.15,96.74,9.27,79.65
2023-01-01 07:00:00,171.0,1.18,114.7,8.48,83.52
2023-01-01 08:00:00,129.0,1.87,126.37,7.82,86.49
2023-01-01 09:00:00,95.0,1.76,122.2,11.76,76.34
2023-01-01 10:00:00,84.0,2.22,119.47,15.87,62.16
2023-01-01 11:00:00,66.0,2.21,155.76,18.8,52.82
2023-01-01 12:00:00,44.0,1.58,232.53,21.89,43.58
2023-01-01 13:00:00,46.0,2.24,237.86,22.87,39.08
2023-01-01 14:00:00,29.0,2.26,214.7,24.07,35.02
2023-01-01 15:00:00,35.0,1.88,260.6,22.67,37.45
2023-01-01 16:00:00,54.0,2.57,175.64,21.49,40.16
2023-01-01 17:00:00,84.0,3.52,133.44,20.66,43.77
2023-01-01 18:00:00,53.0,2.8,238.25,15.18,70.27
2023-01-01 19:00:00,19.0,1.64,281.48,14.01,84.88
2023-01-01 20:00:00,38.0,1.5,298.84,14.1,85.61
2023-01-01 21:00:00,57.0,0.96,233.06,13.2,86.64
2023-01-01 22:00:00,64.0,1.04,179.88,12.44,88.69
2023-01-01 23:00:00,51.0,1.53,241.55,11.75,88.31
2023-01-02 00:00:00,78.0,1.05,176.29,11.15,88.31
2023-01-02 01:00:00,64.0,1.01,159.73,10.95,89.9
2023-01-02 02:00:00,51.0,1.06,198.0,10.02,89.72
2023-01-02 03:00:00,43.0,1.0,282.32,9.7,89.13
2023-01-02 04:00:00,33.0,1.21,115.59,9.0,90.85
2023-01-02 05:00:00,36.0,1.05,194.35,8.05,91.89
2023-01-02 06:00:00,36.0,1.03,251.52,8.19,90.75
2023-01-02 07:00:00,44.0,1.07,273.56,8.45,89.11
2023-01-02 08:00:00,42.0,1.0,231.95,8.16,90.01
2023-01-02 09:00:00,40.0,1.22,251.93,12.98,82.47
2023-01-02 10:00:00,39.0,1.03,183.46,16.58,70.65
2023-01-02 11:00:00,39.0,1.59,227.57,19.09,64.75
2023-01-02 12:00:00,28.0,3.42,244.17,19.93,54.35
2023-01-02 13:00:00,19.0,4.47,235.39,21.18,38.44
2023-01-02 14:00:00,18.0,4.9,248.44,22.07,27.26
2023-01-02 15:00:00,23.0,4.98,277.2,21.29,29.15
2023-01-02 16:00:00,28.0,4.45,274.08,19.68,29.32
2023-01-02 17:00:00,21.0,4.64,272.68,20.4,28.06
2023-01-02 18:00:00,28.0,4.02,264.44,19.09,32.98
2023-01-02 19:00:00,33.0,2.81,264.1,17.13,41.78
2023-01-02 20:00:00,48.0,2.66,271.32,15.18,47.91
2023-01-02 21:00:00,74.0,2.36,230.87,14.51,49.31
2023-01-02 22:00:00,59.0,1.78,143.82,13.03,51.87
2023-01-02 23:00:00,67.0,1.13,129.02,11.68,56.42
2023-01-03 00:00:00,47.0,1.4,231.73,11.53,57.25
2023-01-03 01:00:00,54.0,1.77,294.22,11.49,59.34
2023-01-03 02:00:00,43.0,1.31,198.44,11.97,56.91
2023-01-03 03:00:00,37.0,1.43,144.47,10.98,57.82
2023-01-03 04:00:00,33.0,1.37,278.42,9.93,60.49
2023-01-03 05:00:00,36.0,1.66,279.15,9.28,63.82
2023-01-03 06:00:00,37.0,1.62,245.64,8.67,66.32
2023-01-03 07:00:00,43.0,1.33,218.63,8.11,68.52
2023-01-03 08:00:00,69.0,1.3,263.81,8.31,68.19
2023-01-03 09:00:00,93.0,1.06,198.34,14.09,60.01
2023-01-03 10:00:00,98.0,1.8,264.46,17.48,51.07
2023-01-03 11:00:00,56.0,2.29,285.26,19.15,44.52
2023-01-03 12:00:00,28.0,2.72,265.59,20.75,38.55
2023-01-03 13:00:00,24.0,3.46,279.08,21.92,35.19
2023-01-03 14:00:00,26.0,4.27,259.59,23.05,30.83
2023-01-03 15:00:00,32.0,4.74,252.66,23.49,26.34
2023-01-03 16:00:00,30.0,4.66,246.45,23.51,25.71
2023-01-03 17:00:00,28.0,4.57,264.53,23.37,24.04
2023-01-03 18:00:00,40.0,3.76,269.93,22.15,27.25
2023-01-03 19:00:00,47.0,2.71,261.97,19.35,34.74
2023-01-03 20:00:00,50.0,2.4,271.16,17.21,41.08
2023-01-03 21:00:00,76.0,1.95,244.95,15.79,45.15
2023-01-03 22:00:00,85.0,1.32,190.02,14.41,48.97
2023-01-03 23:00:00,73.0,1.5,198.01,13.66,50.18
2023-01-04 00:00:00,63.0,1.56,272.07,12.94,52.47
2023-01-04 01:00:00,75.0,0.98,210.72,11.57,54.73
2023-01-04 02:00:00,79.0,1.01,198.32,10.87,57.47
2023-01-04 03:00:00,72.0,1.19,218.55,10.07,60.34
2023-01-04 04:00:00,57.0,1.05,74.47,8.93,65.25
2023-01-04 05:00:00,59.0,1.05,150.78,8.15,67.74
2023-01-04 06:00:00,60.0,1.25,144.86,7.52,69.67
2023-01-04 07:00:00,80.0,1.19,101.69,7.06,73.19
2023-01-04 08:00:00,75.0,0.97,63.64,7.52,73.62
2023-01-04 09:00:00,102.0,1.24,163.61,12.03,64.17
2023-01-04 10:00:00,102.0,1.74,133.38,14.68,56.43
2023-01-04 11:00:00,96.0,1.69,154.68,17.96,47.96
2023-01-04 12:00:00,119.0,1.52,209.85,21.24,40.79
2023-01-04 13:00:00,77.0,2.11,248.28,22.78,35.06
2023-01-04 14:00:00,43.0,1.98,207.38,23.66,31.71
2023-01-04 17:00:00,42.0,1.84,175.5,25.23,22.49
2023-01-04 18:00:00,103.0,1.19,202.13,23.83,23.31
2023-01-04 19:00:00,108.0,1.13,259.99,20.03,28.97
2023-01-04 20:00:00,148.0,0.97,216.82,17.52,32.99
2023-01-04 21:00:00,261.0,0.97,138.82,15.85,36.6
2023-01-04 22:00:00,310.0,1.04,133.9,14.38,41.51
2023-01-04 23:00:00,231.0,1.9,103.38,13.27,47.68
2023-01-05 00:00:00,147.0,2.67,111.63,12.61,50.53
2023-01-05 01:00:00,104.0,2.66,116.39,12.14,53.34
2023-01-05 02:00:00,69.0,2.58,85.67,11.83,56.34
2023-01-05 03:00:00,64.0,2.09,89.74,10.91,59.87
2023-01-05 04:00:00,59.0,2.33,112.74,10.18,63.98
2023-01-05 05:00:00,67.0,1.86,112.83,9.46,68.54
2023-01-05 06:00:00,89.0,1.73,105.58,8.9,72.24
2023-01-05 07:00:00,64.0,2.57,89.42,8.96,72.8
2023-01-05 08:00:00,71.0,2.27,65.18,8.96,74.77
2023-01-05 09:00:00,70.0,2.66,80.9,11.92,67.19
2023-01-05 10:00:00,75.0,3.16,106.1,15.36,53.73
2023-01-05 11:00:00,63.0,3.82,95.31,19.02,41.5
2023-01-05 12:00:00,57.0,3.83,86.29,21.21,34.91
2023-01-05 13:00:00,43.0,4.37,93.4,23.03,29.76
2023-01-05 14:00:00,46.0,3.97,99.7,24.22,27.0
2023-01-05 15:00:00,45.0,3.52,95.36,25.25,22.11
2023-01-05 16:00:00,44.0,3.08,112.78,25.92,20.31
2023-01-05 17:00:00,53.0,3.18,132.05,25.6,21.58
2023-01-05 18:00:00,64.0,2.53,124.85,24.25,24.3
2023-01-05 19:00:00,86.0,4.42,66.59,21.41,27.07
2023-01-05 20:00:00,73.0,6.0,46.07,19.4,29.68
2023-01-05 21:00:00,55.0,3.96,55.49,17.65,38.17
2023-01-05 22:00:00,54.0,2.98,79.01,16.46,40.32
2023-01-05 23:00:00,53.0,4.15,98.59,14.38,49.57
2023-01-06 00:00:00,50.0,4.25,98.48,13.16,52.42
2023-01-06 01:00:00,42.0,3.93,82.12,12.38,54.61
2023-01-06 02:00:00,27.0,4.04,81.55,12.22,55.75
2023-01-06 03:00:00,36.0,2.33,137.73,10.65,58.75
2023-01-06 04:00:00,33.0,2.29,127.22,8.63,66.24
2023-01-06 05:00:00,31.0,3.17,108.39,8.53,68.26
2023-01-06 06:00:00,34.0,3.03,112.13,8.19,70.04
2023-01-06 07:00:00,32.0,3.19,110.37,7.79,71.83
2023-01-06 08:00:00,48.0,3.31,113.15,8.09,71.64
2023-01-06 09:00:00,68.0,3.28,112.67,10.77,64.47
2023-01-06 10:00:00,67.0,3.66,89.57,13.79,54.45
2023-01-06 11:00:00,51.0,3.7,85.92,17.09,42.43
2023-01-06 14:00:00,14.0,2.15,151.01,24.28,22.9
2023-01-06 15:00:00,17.0,2.28,159.4,24.89,19.19
2023-01-06 16:00:00,30.0,2.2,192.4,25.4,18.0
2023-01-06 17:00:00,32.0,1.75,238.85,25.14,17.41
2023-01-06 18:00:00,42.0,1.56,215.66,23.79,17.63
2023-01-06 19:00:00,78.0,1.17,230.3,19.96,20.47
2023-01-06 20:00:00,125.0,0.96,238.2,17.5,24.03
2023-01-06 21:00:00,173.0,1.72,121.71,16.15,27.94
2023-01-06 22:00:00,129.0,2.2,65.47,16.53,26.71
2023-01-06 23:00:00,71.0,1.32,120.23,14.16,29.49
2023-01-07 00:00:00,62.0,2.37,86.85,12.34,35.23
2023-01-07 01:00:00,38.0,2.61,95.33,11.49,40.03
2023-01-07 02:00:00,34.0,2.51,125.37,10.24,47.09
2023-01-07 03:00:00,40.0,2.33,114.94,9.82,52.52
2023-01-07 04:00:00,42.0,2.23,105.77,9.18,54.88
2023-01-07 05:00:00,54.0,1.57,115.34,8.1,58.6
2023-01-07 06:00:00,60.0,2.02,102.79,7.77,61.78
2023-01-07 07:00:00,56.0,2.67,100.73,8.16,64.85
2023-01-07 08:00:00,74.0,1.64,150.27,6.97,67.55
2023-01-07 09:00:00,100.0,2.05,129.43,9.92,59.91
2023-01-07 10:00:00,102.0,3.02,105.84,13.12,53.16
2023-01-07 11:00:00,86.0,2.8,105.88,16.86,45.59
2023-01-07 12:00:00,59.0,2.26,131.72,20.39,36.48
2023-01-07 13:00:00,49.0,1.84,210.43,23.29,30.19
2023-01-07 14:00:00,48.0,1.86,235.68,24.88,23.02
2023-01-07 15:00:00,45.0,2.03,197.13,25.09,18.28
2023-01-07 16:00:00,47.0,2.12,197.95,25.38,17.47
2023-01-07 17:00:00,45.0,2.09,226.26,24.89,17.66
2023-01-07 18:00:00,44.0,2.02,233.86,23.32,18.11
2023-01-07 19:00:00,87.0,1.11,252.92,19.73,20.3
2023-01-07 20:00:00,123.0,1.19,274.75,17.7,25.72
2023-01-07 21:00:00,128.0,0.96,201.06,15.9,27.11
2023-01-07 22:00:00,216.0,1.0,237.73,14.47,31.17
2023-01-07 23:00:00,257.0,1.96,124.8,13.28,39.63
2023-01-08 00:00:00,150.0,1.72,159.47,12.44,41.27
2023-01-08 01:00:00,123.0,1.02,248.03,11.68,41.55
2023-01-08 02:00:00,126.0,1.56,109.31,11.16,43.99
2023-01-08 03:00:00,78.0,1.91,114.83,9.69,48.04
2023-01-08 04:00:00,64.0,1.97,104.31,9.07,48.91
2023-01-08 05:00:00,66.0,1.42,86.84,8.53,49.61
2023-01-08 06:00:00,56.0,1.07,162.4,7.52,50.58
2023-01-08 07:00:00,58.0,1.05,96.24,7.15,53.27
2023-01-08 08:00:00,63.0,1.18,89.58,7.28,54.03
2023-01-08 09:00:00,69.0,2.18,99.39,10.7,45.57
2023-01-08 10:00:00,77.0,3.74,115.69,13.68,39.03
2023-01-08 11:00:00,74.0,3.09,108.81,17.17,32.98
2023-01-08 12:00:00,52.0,3.2,112.42,20.34,25.52
2023-01-08 13:00:00,36.0,2.77,123.56,22.67,20.24
2023-01-08 14:00:00,53.0,2.31,154.29,24.64,17.51
2023-01-08 15:00:00,43.0,2.75,121.07,25.13,15.24
2023-01-08 16:00:00,43.0,2.45,160.83,25.37,14.53
2023-01-08 17:00:00,38.0,1.73,217.47,25.42,13.99
2023-01-08 18:00:00,44.0,1.39,257.18,23.88,14.31
2023-01-08 19:00:00,65.0,1.02,295.19,20.0,16.23
2023-01-08 20:00:00,122.0,1.04,232.95,17.58,21.98
2023-01-08 21:00:00,122.0,1.56,211.88,16.23,26.16
2023-01-08 22:00:00,80.0,3.39,85.28,15.86,36.52
2023-01-08 23:00:00,70.0,4.19,86.59,15.14,46.62
2023-01-09 00:00:00,43.0,3.46,74.72,13.71,55.05
2023-01-09 01:00:00,40.0,4.48,78.22,12.83,63.49
2023-01-09 02:00:00,37.0,4.68,71.67,12.71,66.67
2023-01-09 03:00:00,32.0,4.16,78.0,11.98,69.99
2023-01-09 04:00:00,31.0,3.3,86.56,11.14,72.75
2023-01-09 05:00:00,29.0,2.77,87.81,10.43,74.74
2023-01-09 06:00:00,34.0,3.18,102.93,9.37,78.22
2023-01-09 07:00:00,39.0,2.52,95.28,8.48,82.79
2023-01-09 08:00:00,68.0,1.67,108.24,8.3,84.42
2023-01-09 09:00:00,81.0,1.65,100.33,11.17,74.82
2023-01-09 10:00:00,80.0,2.96,86.06,14.16,64.5
2023-01-09 11:00:00,46.0,3.27,93.75,16.59,52.64
2023-01-09 12:00:00,46.0,2.59,113.7,19.31,43.86
2023-01-09 13:00:00,55.0,1.82,214.22,22.2,34.9
2023-01-09 14:00:00,56.0,2.72,270.03,23.27,30.88
2023-01-09 15:00:00,47.0,2.64,246.56,23.62,29.23
2023-01-09 16:00:00,59.0,2.77,273.42,23.85,27.69
2023-01-09 17:00:00,53.0,2.37,265.42,23.92,26.77
2023-01-09 18:00:00,58.0,1.85,253.86,22.54,27.49
2023-01-09 19:00:00,73.0,2.34,274.6,19.92,32.55
2023-01-09 20:00:00,81.0,1.12,217.45,18.24,37.25
2023-01-09 21:00:00,177.0,0.96,148.92,16.27,40.06
2023-01-09 22:00:00,292.0,1.19,211.59,15.09,42.72
2023-01-09 23:00:00,181.0,1.38,242.26,14.26,48.26
2023-01-10 00:00:00,132.0,2.07,227.06,13.94,50.72
2023-01-10 01:00:00,112.0,1.11,141.14,13.35,50.88
2023-01-10 02:00:00,109.0,1.5,128.23,12.52,53.71
2023-01-10 03:00:00,104.0,1.29,115.57,12.05,55.95
2023-01-10 04:00:00,101.0,1.71,93.93,11.21,57.86
2023-01-10 05:00:00,84.0,2.67,108.82,10.48,62.72
2023-01-10 06:00:00,73.0,1.9,70.45,9.91,68.65
2023-01-10 07:00:00,62.0,1.69,98.24,9.32,73.6
2023-01-10 08:00:00,69.0,2.45,102.46,9.11,79.78
2023-01-10 09:00:00,69.0,2.75,89.33,11.48,74.24
2023-01-10 10:00:00,67.0,3.4,99.44,14.7,64.2
2023-01-10 11:00:00,50.0,3.93,91.19,17.58,54.18
2023-01-10 12:00:00,52.0,3.69,101.78,19.39,47.54
2023-01-10 13:00:00,54.0,3.0,105.41,21.3,39.81
2023-01-10 14:00:00,56.0,2.61,150.56,23.34,33.19
2023-01-10 15:00:00,51.0,2.55,119.02,24.37,26.01
2023-01-10 16:00:00,47.0,1.9,177.27,25.18,22.83
2023-01-10 17:00:00,54.0,3.1,158.94,24.51,22.59
2023-01-10 18:00:00,60.0,3.29,184.27,22.0,25.85
2023-01-10 19:00:00,70.0,2.51,183.68,19.26,32.48
2023-01-10 20:00:00,158.0,2.26,153.06,16.47,43.09
2023-01-10 21:00:00,108.0,1.88,85.06,15.34,47.57
2023-01-10 22:00:00,97.0,2.38,117.42,14.94,49.47
2023-01-10 23:00:00,81.0,1.52,145.73,14.21,51.07
2023-01-11 00:00:00,86.0,2.41,90.5,13.97,50.53
2023-01-11 01:00:00,70.0,2.92,107.3,13.86,52.53
2023-01-11 02:00:00,55.0,2.51,102.12,13.93,52.31
2023-01-11 03:00:00,51.0,1.88,106.73,13.16,56.5
2023-01-11 04:00:00,48.0,1.98,134.54,11.72,61.31
2023-01-11 05:00:00,56.0,1.0,140.43,10.89,64.74
2023-01-11 06:00:00,58.0,1.32,86.03,10.08,68.46
2023-01-11 07:00:00,58.0,1.51,93.54,9.7,69.35
2023-01-11 08:00:00,90.0,2.23,116.27,8.81,70.04
2023-01-11 09:00:00,85.0,2.2,123.73,10.63,65.05
2023-01-11 10:00:00,93.0,2.87,118.93,14.21,55.0
2023-01-11 11:00:00,94.0,3.18,108.51,17.24,47.42
2023-01-11 12:00:00,83.0,1.93,149.48,20.66,40.19
2023-01-11 13:00:00,55.0,1.98,251.82,23.4,31.87
2023-01-11 14:00:00,66.0,2.31,267.77,24.01,28.93
2023-01-11 15:00:00,65.0,2.68,269.12,23.75,26.48
2023-01-11 16:00:00,44.0,2.19,269.29,24.2,19.81
2023-01-11 17:00:00,46.0,2.82,283.64,24.13,18.95
2023-01-11 18:00:00,53.0,2.55,273.37,22.46,22.91
2023-01-11 19:00:00,73.0,1.82,307.64,19.41,29.11
2023-01-11 20:00:00,90.0,1.23,306.36,17.81,32.2
2023-01-11 21:00:00,172.0,1.4,171.87,16.13,35.3
2023-01-11 22:00:00,163.0,1.88,181.03,15.43,43.06
2023-01-11 23:00:00,100.0,0.96,238.61,14.54,45.71
2023-01-12 00:00:00,120.0,1.0,307.41,13.42,47.27
2023-01-12 01:00:00,95.0,0.99,210.99,12.28,52.09
2023-01-12 02:00:00,107.0,0.97,243.8,11.33,53.36
2023-01-12 03:00:00,117.0,0.97,241.79,10.87,55.97
2023-01-12 04:00:00,103.0,1.71,254.44,11.06,57.76
2023-01-12 05:00:00,93.0,1.39,246.93,10.91,56.69
2023-01-12 06:00:00,91.0,0.99,249.16,11.25,54.84
2023-01-12 07:00:00,92.0,0.97,149.51,10.89,55.52
2023-01-12 08:00:00,111.0,1.07,70.73,9.67,60.88
2023-01-12 09:00:00,127.0,1.25,128.38,12.24,58.04
2023-01-12 10:00:00,128.0,1.79,111.28,16.13,47.85
2023-01-12 11:00:00,85.0,1.16,154.32,20.33,37.34
2023-01-12 12:00:00,104.0,1.88,257.33,21.92,33.42
2023-01-12 13:00:00,113.0,1.85,248.93,23.55,29.72
2023-01-12 14:00:00,93.0,1.83,136.93,24.73,24.55
2023-01-12 15:00:00,67.0,3.09,131.96,25.63,18.8
2023-01-12 16:00:00,55.0,2.58,110.71,24.8,18.12
2023-01-12 17:00:00,57.0,3.27,109.13,24.58,17.85
2023-01-12 18:00:00,63.0,2.62,148.53,23.4,18.65
2023-01-12 19:00:00,96.0,1.16,169.92,21.32,19.96
2023-01-12 20:00:00,188.0,1.17,174.07,19.93,21.28
2023-01-12 21:00:00,142.0,4.52,86.31,19.15,34.52
2023-01-12 22:00:00,110.0,4.68,101.49,16.74,47.32
2023-01-12 23:00:00,119.0,6.12,95.26,15.24,52.88
2023-01-13 00:00:00,100.0,6.39,65.89,13.43,53.88
2023-01-13 01:00:00,79.0,5.64,63.09,12.3,56.89
2023-01-13 02:00:00,65.0,5.33,65.32,11.53,59.42
2023-01-13 03:00:00,58.0,4.56,67.71,11.23,61.4
2023-01-13 04:00:00,56.0,5.28,70.49,10.82,61.25
2023-01-13 05:00:00,65.0,4.78,70.94,10.3,60.39
2023-01-13 06:00:00,54.0,3.21,91.04,9.64,60.15
2023-01-13 07:00:00,43.0,2.28,113.78,7.91,61.43
2023-01-13 08:00:00,53.0,2.28,117.21,8.25,61.81
2023-01-13 09:00:00,62.0,2.57,127.6,9.96,56.48
2023-01-13 10:00:00,65.0,4.48,88.99,12.57,50.97
2023-01-13 11:00:00,61.0,5.04,71.77,14.25,47.29
2023-01-13 12:00:00,52.0,4.35,64.43,16.61,42.08
2023-01-13 13:00:00,56.0,4.37,56.14,18.58,35.7
2023-01-13 14:00:00,51.0,3.33,78.7,20.92,28.71
2023-01-13 15:00:00,55.0,3.13,82.72,22.03,24.98
2023-01-13 16:00:00,57.0,3.23,106.61,22.88,23.41
2023-01-13 17:00:00,59.0,3.58,79.56,22.72,20.98
2023-01-13 18:00:00,54.0,3.62,55.46,21.55,18.9
2023-01-13 19:00:00,58.0,5.72,43.77,19.07,20.22
2023-01-13 20:00:00,69.0,5.06,56.74,16.68,24.7
2023-01-13 21:00:00,56.0,4.71,63.57,15.22,26.75
2023-01-13 22:00:00,57.0,2.55,75.5,13.32,29.47
2023-01-13 23:00:00,47.0,2.56,90.16,11.23,33.64
2023-01-14 00:00:00,45.0,3.13,100.33,10.28,34.77
2023-01-14 01:00:00,42.0,2.83,99.01,9.52,35.78
2023-01-14 02:00:00,31.0,2.94,98.81,8.71,38.28
2023-01-14 03:00:00,30.0,1.75,121.41,7.18,42.03
2023-01-14 04:00:00,30.0,1.91,107.56,5.76,48.15
2023-01-14 05:00:00,29.0,2.16,117.21,5.17,51.04
2023-01-14 06:00:00,35.0,2.29,104.93,4.85,52.9
2023-01-14 07:00:00,44.0,2.88,92.49,4.72,53.69
2023-01-14 08:00:00,80.0,2.87,111.98,4.44,55.8
2023-01-14 09:00:00,64.0,3.1,109.48,7.26,49.14
2023-01-14 10:00:00,78.0,3.7,105.69,10.56,40.69
2023-01-14 11:00:00,73.0,3.69,97.36,14.39,31.1
2023-01-14 12:00:00,62.0,4.0,102.13,17.03,25.21
2023-01-14 13:00:00,50.0,3.82,96.0,19.32,20.34
2023-01-14 14:00:00,41.0,2.29,116.78,21.83,16.51
2023-01-14 15:00:00,64.0,1.98,174.66,23.55,15.74
2023-01-14 16:00:00,58.0,2.1,267.65,24.04,15.33
2023-01-14 17:00:00,56.0,2.74,262.52,23.16,17.11
2023-01-14 18:00:00,66.0,3.09,297.95,21.74,18.0
2023-01-14 19:00:00,61.0,1.37,273.96,18.72,20.5
2023-01-14 20:00:00,108.0,1.04,300.44,16.45,24.56
2023-01-14 21:00:00,154.0,1.01,294.83,15.01,27.73
2023-01-14 22:00:00,224.0,0.99,210.03,13.08,31.27
2023-01-14 23:00:00,310.0,1.02,219.43,12.38,33.78
2023-01-15 00:00:00,256.0,1.08,185.86,11.46,36.89
2023-01-15 01:00:00,181.0,1.12,110.78,10.1,41.3
2023-01-15 02:00:00,143.0,1.16,143.8,9.0,42.37
2023-01-15 03:00:00,96.0,1.15,135.61,9.16,43.12
2023-01-15 04:00:00,93.0,1.2,146.79,8.23,44.02
2023-01-15 05:00:00,103.0,1.05,108.4,7.43,47.16
2023-01-15 06:00:00,81.0,1.07,133.03,6.69,48.22
2023-01-15 07:00:00,88.0,1.26,125.17,5.8,51.38
2023-01-15 08:00:00,81.0,1.83,119.2,5.41,53.04
2023-01-15 09:00:00,86.0,1.79,121.59,8.68,46.68
2023-01-15 10:00:00,81.0,2.04,121.75,13.45,38.67
2023-01-15 11:00:00,84.0,1.32,158.35,17.97,31.97
2023-01-15 12:00:00,71.0,1.63,232.02,20.69,30.0
2023-01-15 13:00:00,51.0,2.95,266.29,21.59,27.27
2023-01-15 14:00:00,49.0,3.08,252.12,22.71,25.8
2023-01-15 15:00:00,55.0,3.27,242.33,23.4,23.54
2023-01-15 16:00:00,56.0,3.75,252.81,23.89,20.99
2023-01-15 17:00:00,57.0,3.88,255.54,23.51,19.79
2023-01-15 18:00:00,63.0,3.62,252.43,22.42,19.34
2023-01-15 19:00:00,59.0,3.34,255.11,19.58,21.97
2023-01-15 20:00:00,75.0,2.71,254.89,17.48,23.27
2023-01-15 21:00:00,72.0,2.58,257.95,15.98,24.76
2023-01-15 22:00:00,78.0,2.63,275.78,14.88,28.06
2023-01-15 23:00:00,98.0,1.25,271.65,13.07,30.87
2023-01-16 00:00:00,78.0,1.04,268.42,12.09,33.06
2023-01-16 01:00:00,68.0,1.23,234.88,11.14,35.28
2023-01-16 02:00:00,59.0,1.69,255.17,10.91,44.87
2023-01-16 03:00:00,57.0,1.85,294.05,9.99,50.56
2023-01-16 04:00:00,66.0,1.84,269.29,9.07,52.95
2023-01-16 05:00:00,56.0,1.01,174.49,8.26,55.48
2023-01-16 06:00:00,60.0,1.07,255.7,7.64,56.73
2023-01-16 07:00:00,61.0,1.78,270.26,7.5,59.74
2023-01-16 08:00:00,74.0,1.27,255.94,7.27,59.3
2023-01-16 09:00:00,102.0,1.85,287.58,11.66,51.84
2023-01-16 10:00:00,93.0,2.22,260.7,15.15,42.73
2023-01-16 11:00:00,60.0,2.12,270.23,17.76,36.48
2023-01-16 12:00:00,32.0,2.59,259.76,19.66,31.84
2023-01-16 13:00:00,40.0,2.85,270.69,20.96,31.24
2023-01-16 14:00:00,43.0,3.84,263.44,22.22,27.24
2023-01-16 15:00:00,44.0,3.86,270.75,22.56,22.03
2023-01-16 16:00:00,47.0,3.05,274.48,23.37,20.93
2023-01-16 17:00:00,42.0,3.35,287.73,23.18,18.95
2023-01-16 18:00:00,47.0,2.57,296.37,22.52,19.17
2023-01-16 19:00:00,76.0,1.83,289.02,19.76,23.26
2023-01-16 20:00:00,120.0,1.03,238.82,16.74,24.92
2023-01-16 21:00:00,181.0,1.12,269.98,14.72,28.32
2023-01-16 22:00:00,159.0,1.42,251.79,13.62,30.55
2023-01-16 23:00:00,146.0,1.5,239.26,12.77,30.1
2023-01-17 00:00:00,131.0,0.98,240.83,11.65,29.34
2023-01-17 01:00:00,112.0,1.09,287.64,10.39,31.77
2023-01-17 02:00:00,103.0,1.01,215.88,8.82,35.56
2023-01-17 03:00:00,102.0,0.97,170.15,7.74,40.85
2023-01-17 04:00:00,126.0,1.12,106.8,6.44,48.88
2023-01-17 05:00:00,129.0,1.06,120.67,5.21,53.23
2023-01-17 06:00:00,118.0,1.22,113.89,4.33,56.75
2023-01-17 07:00:00,124.0,2.12,113.55,4.21,55.3
2023-01-17 08:00:00,105.0,1.85,107.1,4.63,54.63
2023-01-17 09:00:00,130.0,2.22,103.3,8.38,44.16
2023-01-17 10:00:00,128.0,2.56,104.49,13.1,38.89
2023-01-17 11:00:00,84.0,2.22,121.48,16.88,39.54
2023-01-17 12:00:00,77.0,1.52,169.13,20.97,32.93
2023-01-17 13:00:00,62.0,1.63,236.06,23.53,27.81
2023-01-17 14:00:00,60.0,2.19,212.84,25.0,21.49
2023-01-17 15:00:00,52.0,3.19,251.46,25.18,16.45
2023-01-17 16:00:00,46.0,3.31,258.19,25.83,13.49
2023-01-17 17:00:00,51.0,3.05,273.46,25.65,14.04
2023-01-17 18:00:00,59.0,3.2,260.85,23.43,15.69
2023-01-17 19:00:00,82.0,1.82,251.58,21.47,16.57
2023-01-17 20:00:00,166.0,1.41,190.8,18.45,19.94
2023-01-17 21:00:00,178.0,1.15,197.38,16.63,24.61
2023-01-17 22:00:00,145.0,2.79,235.74,16.59,32.41
2023-01-17 23:00:00,71.0,1.36,215.73,14.75,34.32
2023-01-18 00:00:00,75.0,1.08,243.58,13.4,39.0
2023-01-18 01:00:00,78.0,1.02,288.65,12.55,41.69
2023-01-18 02:00:00,76.0,0.99,254.43,11.29,44.73
2023-01-18 03:00:00,74.0,1.01,224.58,10.23,48.09
2023-01-18 04:00:00,70.0,0.98,253.1,9.63,49.29
2023-01-18 05:00:00,68.0,0.98,233.14,8.73,54.97
2023-01-18 06:00:00,81.0,1.0,134.02,7.76,62.25
2023-01-18 07:00:00,87.0,0.98,204.13,6.8,63.31
2023-01-18 08:00:00,114.0,0.98,70.27,6.84,67.31
2023-01-18 09:00:00,160.0,0.97,120.97,10.48,61.1
2023-01-18 10:00:00,172.0,1.18,200.61,16.24,49.12
2023-01-18 11:00:00,127.0,1.57,254.21,19.07,41.35
2023-01-18 12:00:00,60.0,1.76,267.68,20.16,34.65
2023-01-18 13:00:00,40.0,2.01,218.78,22.59,26.02
2023-01-18 14:00:00,36.0,3.08,264.79,23.61,18.63
2023-01-18 15:00:00,36.0,2.66,250.67,24.52,16.83
2023-01-18 16:00:00,43.0,3.47,274.63,24.63,15.16
2023-01-18 17:00:00,43.0,2.1,239.62,24.89,14.44
2023-01-18 18:00:00,48.0,2.67,262.4,23.9,14.35
