YEAR,MONTH,DAY,HOUR,PM10(ug/m3),WS(m/s),WD(°),TEMP(°C),HR(%)
2022,AGO,28,1,19,2.01,257.61,19,67.15
2022,AGO,28,2,16,2.23,262.92,18,71.27
2022,AGO,28,3,13,1.57,223.99,17,74.8
2022,AGO,28,4,8,1.72,299,17,77.16
2022,AGO,28,5,16,1.97,252.3,17,81.4
2022,AGO,28,6,20,1.73,230.02,16,83.4
2022,AGO,28,7,21,1.71,230.7,16,83.88
2022,AGO,28,8,22,2.22,231.22,17,83.73
2022,AGO,28,9,17,1.4,233.23,22,71.77
2022,AGO,28,10,21,2.14,246.89,24,60.53
2022,AGO,28,11,19,2.45,270.01,24,53.96
2022,AGO,28,12,23,2.76,265.19,25,51.25
2022,AGO,28,13,29,2.23,259.03,24,52.49
2022,AGO,28,14,11,1.99,205.64,26,46.8
2022,AGO,28,15,18,2.8,261.71,27,42.52
2022,AGO,28,16,14,3.21,272.72,28,40.36
2022,AGO,28,17,16,3.32,283.3,27,42.78
2022,AGO,28,18,17,2.93,285.92,25,46.72
2022,AGO,28,19,25,2.71,270.69,24,49.85
2022,AGO,28,20,26,2.54,263.81,23,55.45
2022,AGO,28,21,33,2.35,289.42,22,57.69
2022,AGO,28,22,42,2.05,306.5,22,59.53
2022,AGO,28,23,49,2.19,246.83,22,61.8
2022,AGO,29,0,30,2.7,158.48,17,84.51
2022,AGO,29,1,NA,2.24,206.61,16,90.87
2022,AGO,29,2,1,1.27,171.45,16,94.25
2022,AGO,29,3,13,1.08,164.03,16,95.21
2022,AGO,29,4,19,1.36,256.98,16,94.79
2022,AGO,29,5,19,1.72,273.62,16,94.94
2022,AGO,29,6,16,1.47,279.74,16,95.72
2022,AGO,29,7,23,1.81,262.87,16,97
2022,AGO,29,8,18,1.48,217.79,17,97.51
2022,AGO,29,9,18,1.63,205.64,18,93.91
2022,AGO,29,10,16,1.7,164.38,23,81.97
2022,AGO,29,11,22,2.85,112.37,24,64.87
2022,AGO,29,12,11,2.49,121.46,25,52.84
2022,AGO,29,13,NA,2.51,140.82,26,49.08
2022,AGO,29,14,NA,2.48,142.76,28,42.78
2022,AGO,29,15,16,2.67,154.62,28,38.23
2022,AGO,29,16,22,2.69,117.56,28,36.93
2022,AGO,29,17,25,2.86,106.9,28,35.55
2022,AGO,29,18,23,2.78,119,28,35.73
2022,AGO,29,19,25,4.09,70.13,25,42.14
2022,AGO,29,20,31,3.76,127.67,22,55.52
2022,AGO,29,21,17,2.3,160.97,19,68.43
2022,AGO,29,22,20,1.75,115.07,19,72.67
2022,AGO,29,23,22,1.57,127.45,18,78.72
2022,AGO,30,0,25,2.5,136.5,18,79.85
2022,AGO,30,1,15,2.7,127.11,18,83.41
2022,AGO,30,2,17,2.49,155.74,17,86.34
2022,AGO,30,3,12,1.54,168.6,16,93.62
2022,AGO,30,4,NA,1.5,189.59,16,95.47
2022,AGO,30,5,8,1.35,193.66,16,98.42
2022,AGO,30,6,12,1.93,61.02,16,98.52
2022,AGO,30,7,16,1.04,91.34,16,98.64
2022,AGO,30,8,17,1.35,131.49,17,99.25
2022,AGO,30,9,15,2.45,108.75,20,89.65
2022,AGO,30,10,26,2.22,143.56,22,82.97
2022,AGO,30,11,28,2.3,153.15,23,74.21
2022,AGO,30,12,18,2.21,156.58,23,68.56
2022,AGO,30,13,6,2.08,146.76,26,52.22
2022,AGO,30,14,9,2.1,186.28,26,49.82
2022,AGO,30,15,NA,NA,NA,NA,NA
2022,AGO,30,16,NA,NA,NA,NA,NA
2022,AGO,30,17,NA,NA,NA,NA,NA
2022,AGO,30,18,NA,NA,NA,NA,NA
2022,AGO,30,19,NA,2.84,156.56,23,55.43
2022,AGO,30,20,NA,2.17,155.98,21,68.19
2022,AGO,30,21,NA,2.72,129.25,21,70.33
2022,AGO,30,22,NA,2.67,85.86,20,69.33
2022,AGO,30,23,NA,2.6,119.59,19,72.17
2022,AGO,31,0,NA,3.06,86.83,17,86.85
2022,AGO,31,1,NA,1.46,221.46,16,96.85
2022,AGO,31,2,NA,2.35,195.52,16,97.95
2022,AGO,31,3,NA,1.43,191.17,15,98.63
2022,AGO,31,4,NA,1.85,67.68,15,99.51
2022,AGO,31,5,NA,1.62,112.88,15,NA
2022,AGO,31,6,NA,1.55,116.55,15,NA
2022,AGO,31,7,8,1.51,99.09,15,NA
2022,AGO,31,8,11,2.04,89.67,15,NA
2022,AGO,31,9,NA,1.66,110.36,16,NA
2022,AGO,31,10,NA,1.93,129.13,18,96.33
2022,AGO,31,11,5,2.66,128.66,21,87.82
2022,AGO,31,12,11,3.32,99.71,23,72.67
2022,AGO,31,13,12,2.99,102.67,24,60.87
2022,AGO,31,14,13,2.71,92.79,25,54.22
2022,AGO,31,15,17,2.45,127.23,27,48.99
2022,AGO,31,16,21,2.26,112.64,28,43.84
2022,AGO,31,17,19,2.17,117.2,28,42.01
2022,AGO,31,18,16,2.39,121.33,27,43.48
2022,AGO,31,19,26,1.32,199.14,25,49.15
2022,AGO,31,20,34,2.57,195.99,23,62.39
2022,AGO,31,21,19,2.23,246.38,21,65.2
2022,AGO,31,22,22,2.04,139.25,19,78.76
2022,AGO,31,23,14,1.12,155.81,18,89.09
2022,SEP,1,0,22,1.86,118.08,18,88.2
2022,SEP,1,1,30,2.63,89.75,17,81.64
2022,SEP,1,2,16,2.46,142.76,17,81.04
2022,SEP,1,3,9,1.66,159.54,17,84.98
2022,SEP,1,4,11,1.23,125.95,17,85.35
2022,SEP,1,5,15,1.22,179.25,17,86.52
2022,SEP,1,6,23,1.25,146.83,17,86
2022,SEP,1,7,25,2.1,98.07,17,85.33
2022,SEP,1,8,26,2.47,93.65,19,80.69
2022,SEP,1,9,19,3.82,82.95,20,68.78
2022,SEP,1,10,23,4.36,92.93,22,59.4
2022,SEP,1,11,17,4.25,81.88,23,52.83
2022,SEP,1,12,14,3.63,89.68,25,47.37
2022,SEP,1,13,11,3.5,88.58,26,43.76
2022,SEP,1,14,17,3.29,101.36,27,41.04
2022,SEP,1,15,NA,2.92,111.23,28,37.14
2022,SEP,1,16,10,2.81,105.9,28,34.27
2022,SEP,1,17,13,2.69,81.97,28,31.84
2022,SEP,1,18,15,2.4,95.61,29,31.36
2022,SEP,1,19,15,3.42,68.2,27,38.03
2022,SEP,1,20,26,3.81,52.12,23,50.27
2022,SEP,1,21,17,2.72,119.58,22,53.61
2022,SEP,1,22,24,2.2,219.95,21,62.72
2022,SEP,1,23,23,2.07,206.99,20,63.83
2022,SEP,2,0,19,1.78,98.95,19,66.72
2022,SEP,2,1,14,2.19,164.32,18,73.71
2022,SEP,2,2,25,2.5,71.55,18,75.63
2022,SEP,2,3,16,2.47,57.77,17,76.24
2022,SEP,2,4,12,3.29,65.3,17,75.93
2022,SEP,2,5,15,2.71,74.9,17,77.29
2022,SEP,2,6,25,2.53,126.62,15,84.81
2022,SEP,2,7,25,2.54,133.48,15,88.62
2022,SEP,2,8,28,3,117.92,18,83.04
2022,SEP,2,9,28,4.49,84.9,21,70.3
2022,SEP,2,10,24,4.09,93.37,22,59.38
2022,SEP,2,11,20,4.35,77.44,24,51.7
2022,SEP,2,12,13,3.82,69.58,25,45.88
2022,SEP,2,13,17,3.74,90.44,26,42.43
2022,SEP,2,14,9,3.58,87.99,27,38.31
2022,SEP,2,15,13,3.06,100.31,28,37.42
2022,SEP,2,16,10,3.15,87.7,27,40.13
2022,SEP,2,17,16,3.93,70.53,27,38.23
2022,SEP,2,18,25,4.78,60.35,27,38.85
2022,SEP,2,19,24,3.8,61.18,24,45.76
2022,SEP,2,20,18,4.37,52.95,23,51.04
2022,SEP,2,21,18,4.96,55.48,22,54.45
2022,SEP,2,22,22,4.69,52.19,21,62.34
2022,SEP,2,23,24,4.32,57.07,20,65.45
2022,SEP,3,0,15,4.46,59.11,19,68.14
2022,SEP,3,1,8,2.68,104.61,19,71.58
2022,SEP,3,2,8,3.54,85.89,18,72.89
2022,SEP,3,3,NA,3.02,87.67,18,78.15
2022,SEP,3,4,7,2.78,114.71,17,82.16
2022,SEP,3,5,13,2.96,108.25,16,85.97
2022,SEP,3,6,19,1.84,104.59,16,87.44
2022,SEP,3,7,25,2.16,97,16,86.31
2022,SEP,3,8,20,2.6,117.49,17,82.33
2022,SEP,3,9,25,3.48,100.47,22,64.63
2022,SEP,3,10,22,3.55,106.28,23,57.96
2022,SEP,3,11,26,3.83,74.21,22,57.75
2022,SEP,3,12,9,2.85,94.09,24,53.18
2022,SEP,3,13,7,3.73,82.74,25,46.3
2022,SEP,3,14,14,4.38,79.97,25,46.37
2022,SEP,3,15,16,4.7,71.21,26,41.64
2022,SEP,3,16,10,4.64,59,27,40
2022,SEP,3,17,25,5.51,66.06,25,45.99
2022,SEP,3,18,21,5.84,55.68,25,46.92
2022,SEP,3,19,26,5.61,55.12,22,56.32
2022,SEP,3,20,12,4.42,59.93,21,61.46
2022,SEP,3,21,6,3.74,71.57,20,65.32
2022,SEP,3,22,11,4.47,51.4,19,68.46
2022,SEP,3,23,10,3.54,84.51,18,71.41
2022,SEP,4,0,7,3.42,84.77,17,79.07
2022,SEP,4,1,NA,3.3,89.43,17,80.25
2022,SEP,4,2,NA,3.97,78.02,17,78.34
2022,SEP,4,3,11,4.35,82.57,17,79.88
2022,SEP,4,4,11,4.91,76.93,16,82.23
2022,SEP,4,5,8,4.47,78.42,16,80.08
2022,SEP,4,6,24,4.04,78.17,15,81.64
2022,SEP,4,7,19,4.12,71.91,15,81.62
2022,SEP,4,8,17,3.14,86.89,17,74.26
2022,SEP,4,9,24,4.77,75.24,19,64.39
2022,SEP,4,10,21,4.21,91.04,21,54.87
2022,SEP,4,11,20,4.21,93.42,23,50.1
2022,SEP,4,12,22,5.49,91.4,24,46.49
2022,SEP,4,13,21,6.28,96.92,25,43.13
2022,SEP,4,14,30,6.01,94.37,26,41.47
2022,SEP,4,15,23,6.13,92.14,26,39.52
2022,SEP,4,16,21,6.22,76.38,27,37.18
2022,SEP,4,17,20,5.87,68.52,27,36.77
2022,SEP,4,18,18,5.05,67,26,39.22
2022,SEP,4,19,18,4.93,58.83,24,49.45
2022,SEP,4,20,15,4.68,70.69,22,56.9
2022,SEP,4,21,14,5.13,68.18,21,59.11
2022,SEP,4,22,12,4.09,78.28,20,62.23
2022,SEP,4,23,14,3.61,91.88,19,65.15
2022,SEP,5,0,12,3.1,105.06,19,66.88
2022,SEP,5,1,NA,3.11,153.36,18,70.67
2022,SEP,5,2,5,2.61,154.47,16,87.6
2022,SEP,5,3,4,2.26,64.62,16,92.95
2022,SEP,5,4,5,1.35,164.41,16,95.02
2022,SEP,5,5,10,1.61,125.79,15,96.77
2022,SEP,5,6,16,2.55,95.38,16,96.51
2022,SEP,5,7,28,2.88,105.13,16,93.36
2022,SEP,5,8,22,3.19,101.06,17,89.69
2022,SEP,5,9,21,3.17,108.33,18,83.35
2022,SEP,5,10,19,4,93.91,21,71.84
2022,SEP,5,11,18,4.65,95.49,23,58.02
2022,SEP,5,12,19,4.06,92.25,25,51.47
2022,SEP,5,13,20,3.82,140.02,23,56.57
2022,SEP,5,14,9,2.62,104.12,23,59.62
2022,SEP,5,15,7,3.23,90.5,25,51.46
2022,SEP,5,16,13,3.87,127.75,24,55.78
2022,SEP,5,17,21,4.29,91.13,23,61.32
2022,SEP,5,18,21,3.36,111.93,22,65.21
2022,SEP,5,19,18,2.6,121.68,20,76.04
2022,SEP,5,20,26,3.76,111.17,19,78.56
2022,SEP,5,21,16,3.72,91.26,17,89.92
2022,SEP,5,22,6,3.38,98.46,16,96.59
2022,SEP,5,23,6,2.74,90.8,16,97.15
2022,SEP,6,0,9,1.7,119.89,16,97.41
2022,SEP,6,1,NA,2.32,108.19,16,97.94
2022,SEP,6,2,10,2.32,109.7,16,97.43
2022,SEP,6,3,12,1.64,99.26,16,97.39
2022,SEP,6,4,17,2.05,87.1,16,97.59
2022,SEP,6,5,16,1.68,97.2,16,97.3
2022,SEP,6,6,17,2.08,115.04,15,97.9
2022,SEP,6,7,26,1.91,118.95,15,98.43
2022,SEP,6,8,26,1.97,121.49,16,98.2
2022,SEP,6,9,21,2.56,94.75,17,93.98
2022,SEP,6,10,14,2.78,88.49,19,87.93
2022,SEP,6,11,NA,2.87,87.62,21,77.99
2022,SEP,6,12,NA,2.47,120.04,24,59.95
2022,SEP,6,13,7,2.43,143.72,26,47.39
2022,SEP,6,14,8,2.05,135.67,26,44.69
2022,SEP,6,15,NA,2.33,136.36,27,39.79
2022,SEP,6,16,5,1.93,175.43,28,37.54
2022,SEP,6,17,23,2.89,248.61,23,56.56
2022,SEP,6,18,NA,1.53,142.53,20,79.2
2022,SEP,6,19,12,2.58,189.48,20,76.66
2022,SEP,6,20,11,2.41,214.52,19,77.31
2022,SEP,6,21,15,1.77,202.79,19,71.98
2022,SEP,6,22,19,2.65,228.8,18,76.19
2022,SEP,6,23,9,2.83,272.49,18,79.64
2022,SEP,7,0,10,2.27,189.48,17,84.76
2022,SEP,7,1,NA,2.5,59.31,17,83.78
2022,SEP,7,2,7,2.76,104.81,16,92.24
2022,SEP,7,3,10,2.56,95.35,16,97.66
2022,SEP,7,4,8,2.63,86.69,15,98.46
2022,SEP,7,5,8,2.01,100.07,15,99.61
2022,SEP,7,6,9,1.83,98.45,15,99.93
2022,SEP,7,7,12,1.81,101.62,15,NA
2022,SEP,7,8,12,1.64,114.09,15,NA
2022,SEP,7,9,10,1.92,129.87,16,NA
2022,SEP,7,10,9,2.2,123.88,17,96.23
2022,SEP,7,11,14,1.7,160.75,19,91.63
2022,SEP,7,12,NA,1.78,187.66,23,83.99
2022,SEP,7,13,16,1.91,214.16,24,70.66
2022,SEP,7,14,14,2.1,258.28,24,64.47
2022,SEP,7,15,14,2.81,269.28,25,51.75
2022,SEP,7,16,13,2.27,241.96,26,48.58
2022,SEP,7,17,23,2.88,150.13,21,65.81
2022,SEP,7,18,26,1.81,78.41,18,87.26
2022,SEP,7,19,19,2.77,109.11,17,89.32
2022,SEP,7,20,11,2.4,110.39,17,90.72
2022,SEP,7,21,14,2.88,264.3,17,94.76
2022,SEP,7,22,12,2.2,261.82,16,95.51
2022,SEP,7,23,11,2.56,259.54,16,96.43
2022,SEP,8,0,8,2.76,253.89,15,97.58
2022,SEP,8,1,12,2.19,260.77,15,98.22
2022,SEP,8,2,8,2.82,255.42,15,99.26
2022,SEP,8,3,7,2.17,242.34,15,NA
2022,SEP,8,4,NA,2.03,258.92,15,NA
2022,SEP,8,5,10,2.32,260.08,15,NA
2022,SEP,8,6,6,1.56,235.52,15,NA
2022,SEP,8,7,5,1.65,236.48,15,NA
2022,SEP,8,8,10,2.07,268.21,15,NA
2022,SEP,8,9,11,2.22,292.01,16,NA
2022,SEP,8,10,14,1.66,231.71,19,NA
2022,SEP,8,11,16,1.33,167.17,21,94.02
2022,SEP,8,12,20,1.27,192.7,22,85.85
2022,SEP,8,13,11,1.81,178.65,24,72.06
2022,SEP,8,14,16,1.95,234.21,26,60.74
2022,SEP,8,15,15,3.92,102.73,22,71.03
2022,SEP,8,16,9,3.82,63.88,20,76.83
2022,SEP,8,17,NA,2.84,108.1,21,68.29
2022,SEP,8,18,8,3.06,146.33,21,72
2022,SEP,8,19,15,2.1,160.4,20,73.46
2022,SEP,8,20,25,1.06,178.7,18,82.05
2022,SEP,8,21,52,0.96,131.82,18,81.78
2022,SEP,8,22,45,0.96,106.62,18,84.63
2022,SEP,8,23,38,1.32,153.38,17,87.1
2022,SEP,9,0,26,1.18,103.51,16,88.26
2022,SEP,9,1,11,1.82,148.51,16,88.35
2022,SEP,9,2,18,2.63,108.99,15,88.8
2022,SEP,9,3,14,2.71,100.28,15,89.7
2022,SEP,9,4,14,1.92,98.77,15,90.8
2022,SEP,9,5,19,1.76,122.2,14,92.45
2022,SEP,9,6,23,2.5,105.24,14,92.41
2022,SEP,9,7,30,1.68,117.21,14,91.95
2022,SEP,9,8,33,1.8,106.45,16,83.41
2022,SEP,9,9,38,3.2,89.49,19,71.47
2022,SEP,9,10,26,3.02,95.8,21,59.42
2022,SEP,9,11,22,2.89,104.22,23,49.73
2022,SEP,9,12,12,2.43,126.93,25,40.49
2022,SEP,9,13,9,2.09,144.12,26,33.79
2022,SEP,9,14,5,2.7,152.37,27,33.26
2022,SEP,9,15,11,2.45,144.35,27,32.87
2022,SEP,9,16,14,2.17,130.85,27,33.18
2022,SEP,9,17,19,2.5,137.44,26,38.12
2022,SEP,9,18,26,1.84,188.22,24,41.11
2022,SEP,9,19,28,1.88,256.46,23,43.27
2022,SEP,9,20,36,2,264.36,22,48.73
2022,SEP,9,21,50,2.49,293.15,21,56.74
2022,SEP,9,22,48,2.49,309.42,21,65.57
2022,SEP,9,23,37,2.09,272.7,21,65.52
2022,SEP,10,0,29,2.34,229.8,20,71.97
2022,SEP,10,1,28,1.88,223.36,19,77.94
2022,SEP,10,2,14,2.62,238.89,18,81.29
2022,SEP,10,3,7,1.99,257.11,18,83.12
2022,SEP,10,4,10,1.34,275.79,17,84.51
2022,SEP,10,5,13,1.2,226.49,17,86.14
2022,SEP,10,6,23,1.6,83.67,18,86.66
2022,SEP,10,7,44,2.17,115.89,17,88.65
2022,SEP,10,8,33,2.69,109.07,18,76.1
2022,SEP,10,9,35,3.6,89.2,21,64.66
2022,SEP,10,10,25,4.51,94.24,22,55.65
2022,SEP,10,11,29,3.73,89.03,23,49.27
2022,SEP,10,12,19,3.37,89.8,26,41.4
2022,SEP,10,13,12,3.2,94.16,27,34.23
2022,SEP,10,14,14,2.84,106.15,28,31.64
2022,SEP,10,15,13,2.96,96.42,28,30.9
2022,SEP,10,16,13,3.03,75.14,28,30.6
2022,SEP,10,17,14,2.48,108.68,28,30.83
2022,SEP,10,18,14,2.88,104.29,28,32.88
2022,SEP,10,19,11,2.02,57.54,24,40.98
2022,SEP,10,20,20,2.31,65.75,23,48.12
2022,SEP,10,21,31,2.51,66.55,22,53.64
2022,SEP,10,22,34,1.24,145.84,20,57.86
2022,SEP,10,23,30,1.89,90.67,19,65.36
2022,SEP,11,0,20,3.26,90.9,19,67.84
2022,SEP,11,1,NA,3.71,81.51,18,72.42
2022,SEP,11,2,17,3.69,73.87,17,74.43
2022,SEP,11,3,19,3.94,65.7,16,79.07
2022,SEP,11,4,15,3.7,57.46,16,79.66
2022,SEP,11,5,14,2.97,57.26,16,78.37
2022,SEP,11,6,21,2.17,115.99,16,78.7
2022,SEP,11,7,27,2.36,93.7,15,84.16
2022,SEP,11,8,25,2.83,106.64,17,77.79
2022,SEP,11,9,29,4.14,84.61,20,65.25
2022,SEP,11,10,32,5.32,83.64,21,57.45
2022,SEP,11,11,26,5.59,79.53,23,49.26
2022,SEP,11,12,23,5.08,83.44,24,44.25
2022,SEP,11,13,24,4.8,82.78,25,38.53
2022,SEP,11,14,13,4.19,98.2,26,35.41
2022,SEP,11,15,14,4.06,81.22,27,30.72
2022,SEP,11,16,NA,NA,NA,NA,NA
2022,SEP,11,17,NA,3.82,73.09,27,30.88
2022,SEP,11,18,NA,4.69,60.16,26,34.84
2022,SEP,11,19,21,5.31,50.16,24,40.62
2022,SEP,11,20,24,5.44,49.51,22,47.52
2022,SEP,11,21,22,5.88,49.76,21,52.24
2022,SEP,11,22,21,4.86,68.53,20,54.38
2022,SEP,11,23,19,4.75,71.62,19,57.2
2022,SEP,12,0,13,2.97,91.3,18,63.53
2022,SEP,12,1,12,3.5,83.46,17,66.82
2022,SEP,12,2,17,3.68,83.08,16,71.03
2022,SEP,12,3,21,4.09,78.34,15,73.91
2022,SEP,12,4,19,3.09,81.15,15,77.14
2022,SEP,12,5,18,3.25,71.83,14,77.25
2022,SEP,12,6,21,2.69,87.13,14,81.43
2022,SEP,12,7,34,2.53,97.95,13,84.5
2022,SEP,12,8,42,2.79,111.77,16,78.58
2022,SEP,12,9,36,3.54,83.37,19,66.35
2022,SEP,12,10,24,4.54,77.33,21,55.13
2022,SEP,12,11,25,5.1,66.63,22,49.99
2022,SEP,12,12,20,4.36,78.56,23,44.54
2022,SEP,12,13,15,3.86,93.62,25,40.9
2022,SEP,12,14,18,3.71,91.57,25,38.46
2022,SEP,12,15,14,3.56,93.62,25,40.43
2022,SEP,12,16,11,3.37,97.96,25,38.68
2022,SEP,12,17,22,3.98,80.46,24,40.18
2022,SEP,12,18,24,3.61,55.58,23,44.1
2022,SEP,12,19,24,3.95,52.24,22,46.19
2022,SEP,12,20,23,3.53,51.46,20,51.6
2022,SEP,12,21,27,3.46,68.17,19,54.89
2022,SEP,12,22,22,2.85,82.88,18,59.51
2022,SEP,12,23,25,2.03,94.12,17,65.96
2022,SEP,13,0,24,3.09,104.53,16,71.89
2022,SEP,13,1,20,2.99,86.82,15,73.66
2022,SEP,13,2,28,3.42,77.88,15,77.4
2022,SEP,13,3,14,3.55,74.32,15,79.45
2022,SEP,13,4,18,2.81,81.94,14,81.79
2022,SEP,13,5,19,3.06,73.65,14,82.43
2022,SEP,13,6,22,2.35,88.81,13,83
2022,SEP,13,7,32,2.62,81.04,13,84.24
2022,SEP,13,8,38,3.3,99.42,16,76.92
2022,SEP,13,9,34,3.87,84.09,19,65.16
2022,SEP,13,10,30,4.42,83.71,20,56.44
2022,SEP,13,11,26,3.55,86.06,22,50.92
2022,SEP,13,12,15,3.52,100.68,24,45.81
2022,SEP,13,13,18,4.02,79.38,25,41.08
2022,SEP,13,14,16,3.48,82.97,25,37.37
2022,SEP,13,15,16,2.97,78.8,26,35.32
2022,SEP,13,16,19,3.08,120.8,26,33.17
2022,SEP,13,17,26,3.4,74.78,26,30.66
2022,SEP,13,18,20,4.11,67.29,26,30.5
2022,SEP,13,19,22,4.72,52.36,24,36.21
2022,SEP,13,20,28,3.89,58.22,22,43.81
2022,SEP,13,21,24,4.1,59.31,20,49.36
2022,SEP,13,22,20,3.84,52.7,19,53.3
2022,SEP,13,23,22,3.83,75.91,17,62.56
2022,SEP,14,0,17,3.52,92.26,16,64.94
2022,SEP,14,1,29,3.23,87.92,16,67.56
2022,SEP,14,2,24,3.26,83.41,15,67.01
2022,SEP,14,3,16,3.01,96.67,15,69.49
2022,SEP,14,4,13,2.81,105.6,14,74.43
2022,SEP,14,5,18,2.56,99.04,13,78.37
2022,SEP,14,6,20,2.5,94.68,13,79.44
2022,SEP,14,7,34,1.71,99.3,12,82.96
2022,SEP,14,8,32,2.93,110.2,15,76.18
2022,SEP,14,9,31,4.03,100.2,18,65.27
2022,SEP,14,10,32,4.53,77.11,20,53.77
2022,SEP,14,11,25,3.84,80.06,22,47.64
2022,SEP,14,12,22,4.48,73.97,23,43.47
2022,SEP,14,13,22,4.15,77.21,24,40.33
2022,SEP,14,14,19,4.11,88.96,25,38.28
2022,SEP,14,15,22,3.81,75.14,26,35.65
2022,SEP,14,16,26,3.57,69.34,26,34.12
2022,SEP,14,17,22,4.28,79.69,26,33.34
2022,SEP,14,18,27,4.85,68.61,25,37.07
2022,SEP,14,19,29,4.2,52.67,23,42.39
2022,SEP,14,20,25,3.83,58.32,21,47.82
2022,SEP,14,21,27,3.99,62.84,20,54.8
2022,SEP,14,22,21,3.65,66.02,19,59.4
2022,SEP,14,23,22,3.38,92.88,17,68.83
2022,SEP,15,0,25,3.28,73.22,16,71.9
2022,SEP,15,1,13,2.8,82.28,16,73.93
2022,SEP,15,2,12,3.31,88.69,16,75.84
2022,SEP,15,3,17,3.02,92.56,15,80.32
2022,SEP,15,4,15,3.03,84.94,14,83.26
2022,SEP,15,5,16,1.92,119.55,14,85.26
2022,SEP,15,6,20,1.35,133.55,14,85.57
2022,SEP,15,7,41,1.67,111.72,14,87.64
2022,SEP,15,8,50,2.34,72.12,18,80.76
2022,SEP,15,9,30,4.24,85.15,19,68.91
2022,SEP,15,10,21,5.55,71,21,59.59
2022,SEP,15,11,12,4.15,84.72,23,52.49
2022,SEP,15,12,13,4.12,87.3,23,50.19
2022,SEP,15,13,18,4.41,89.15,24,47.39
2022,SEP,15,14,9,3.89,83.75,25,43.16
2022,SEP,15,15,9,3.9,76.1,26,41.35
2022,SEP,15,16,35,4.63,103.1,21,67.7
2022,SEP,15,17,14,2.66,112.88,18,91.4
2022,SEP,15,18,12,3.46,92.04,20,81.23
2022,SEP,15,19,20,3.79,89.64,20,78.73
2022,SEP,15,20,17,4.78,56.06,19,74.21
2022,SEP,15,21,21,3.5,80.19,19,73.12
2022,SEP,15,22,21,3.21,82.36,18,78.97
2022,SEP,15,23,11,3.24,84.47,17,76.45
2022,SEP,16,0,14,3.26,93.2,16,81.27
2022,SEP,16,1,13,3,104.03,16,82.24
2022,SEP,16,2,8,2.41,119.66,15,86.15
2022,SEP,16,3,9,2.55,89.08,14,86.04
2022,SEP,16,4,14,2.33,102.66,14,89.45
2022,SEP,16,5,24,1.25,123.94,14,89.22
2022,SEP,16,6,15,2.66,115.9,14,90.67
2022,SEP,16,7,16,1.8,148.04,14,90.4
2022,SEP,16,8,12,2.1,103.46,17,83.11
2022,SEP,16,9,12,3.85,74.3,20,66.46
2022,SEP,16,10,19,4.27,79.68,21,58.74
2022,SEP,16,11,13,6.12,86.13,21,57.09
2022,SEP,16,12,10,5.9,78.03,23,52.26
2022,SEP,16,13,12,5.34,76.7,23,50.51
2022,SEP,16,14,9,5.6,69.44,24,47.92
2022,SEP,16,15,20,5.22,66.39,24,45.79
2022,SEP,16,16,8,4.9,59.78,24,46.82
2022,SEP,16,17,10,5.39,59.12,23,49.75
2022,SEP,16,18,14,4.74,54.55,23,52.34
2022,SEP,16,19,9,4.54,68.99,22,54.67
2022,SEP,16,20,15,4.66,69.72,20,63.72
2022,SEP,16,21,8,3.78,66.92,19,65.73
2022,SEP,16,22,10,4.18,68.89,18,66.86
2022,SEP,16,23,7,3.66,80.28,18,69.76
2022,SEP,17,0,9,3.96,76.02,17,72.66
2022,SEP,17,1,NA,3.3,85.04,17,74.42
2022,SEP,17,2,NA,3.75,62.89,17,75.47
2022,SEP,17,3,7,3.2,76.19,16,77.78
2022,SEP,17,4,5,3.81,60.41,16,80.59
2022,SEP,17,5,5,3.05,77.81,16,78.67
2022,SEP,17,6,10,2.92,99.73,15,84.01
2022,SEP,17,7,13,2.71,102.46,15,85.19
2022,SEP,17,8,16,3.21,94.19,18,77.02
2022,SEP,17,9,15,4.07,83.75,20,65.92
2022,SEP,17,10,20,5.62,89.92,21,56.82
2022,SEP,17,11,26,7.12,87.05,22,51.49
2022,SEP,17,12,18,6.86,88.23,24,47.6
2022,SEP,17,13,23,6.44,90.55,25,44.78
2022,SEP,17,14,15,6.29,86.07,25,42.26
2022,SEP,17,15,17,5.94,88.37,26,39.97
2022,SEP,17,16,20,5.94,69.03,26,38.35
2022,SEP,17,17,15,5.53,71.69,26,36.87
2022,SEP,17,18,18,4.21,74,25,42.59
2022,SEP,17,19,19,4.03,58.92,23,49.43
2022,SEP,17,20,21,3.88,54.49,22,56.39
2022,SEP,17,21,16,4.17,79.55,21,61.22
2022,SEP,17,22,15,4.67,84.23,20,62.2
2022,SEP,17,23,12,4.53,98.87,20,63.84
2022,SEP,18,0,16,4.57,101.4,19,66.55
2022,SEP,18,1,7,3.9,99.06,18,68.7
2022,SEP,18,2,NA,2.8,90.51,17,73.27
2022,SEP,18,3,6,2.26,109.24,17,78.74
2022,SEP,18,4,15,2.48,86.66,17,79.74
2022,SEP,18,5,6,3.03,91.95,16,82.56
2022,SEP,18,6,8,3.53,88.9,16,86.71
2022,SEP,18,7,8,2.31,120.86,16,88.08
2022,SEP,18,8,14,2.41,120.01,16,89.06
2022,SEP,18,9,14,3.06,106.12,18,83.08
2022,SEP,18,10,14,3.96,95.42,19,73.9
2022,SEP,18,11,11,4.51,88.2,20,69.13
2022,SEP,18,12,11,3.31,88.26,20,76.35
2022,SEP,18,13,16,3.44,92.43,22,63.37
